n_trial,uncertainty,share,Predicted_MC_1up,mc_model,Instr,Task1Seek,check,ID,SeekFirst1,Predicted_MC,Old1,ValInstr,UncIntr,ValUnc,3w
2,11,5,1,460,1,2,4,5cb36757492ab200013588d3,1,460,1,460,11,5060,5060
3,80,4,0,445,1,2,4,5cb36757492ab200013588d3,1,-462,1,445,80,35600,35600
4,54,2,1,497,1,2,4,5cb36757492ab200013588d3,1,413,1,497,54,26838,26838
5,35,4,1,433,1,2,4,5cb36757492ab200013588d3,1,433,1,433,35,15155,15155
7,37,3,0,418,1,2,4,5cb36757492ab200013588d3,1,-421,1,418,37,15466,15466
8,93,0,0,-486,1,2,4,5cb36757492ab200013588d3,1,-497,1,-486,93,-45198,-45198
9,46,4,1,491,1,2,4,5cb36757492ab200013588d3,1,491,1,491,46,22586,22586
11,59,2,0,-437,1,2,4,5cb36757492ab200013588d3,1,-437,1,-437,59,-25783,-25783
12,73,2,1,-494,1,2,4,5cb36757492ab200013588d3,1,470,1,-494,73,-36062,-36062
13,78,2,0,473,1,2,4,5cb36757492ab200013588d3,1,-468,1,473,78,36894,36894
14,11,6,1,446,1,2,4,5cb36757492ab200013588d3,1,446,1,446,11,4906,4906
15,37,4,0,-476,1,2,4,5cb36757492ab200013588d3,1,-476,1,-476,37,-17612,-17612
17,61,4,0,-402,1,2,4,5cb36757492ab200013588d3,1,-445,1,-402,61,-24522,-24522
18,77,5,1,-443,1,2,4,5cb36757492ab200013588d3,1,420,1,-443,77,-34111,-34111
19,3,6,1,404,1,2,4,5cb36757492ab200013588d3,1,404,1,404,3,1212,1212
20,11,6,1,458,1,2,4,5cb36757492ab200013588d3,1,458,1,458,11,5038,5038
21,22,5,1,-432,1,2,4,5cb36757492ab200013588d3,1,428,1,-432,22,-9504,-9504
22,19,5,1,401,1,2,4,5cb36757492ab200013588d3,1,401,1,401,19,7619,7619
24,23,5,0,-444,1,2,4,5cb36757492ab200013588d3,1,-444,1,-444,23,-10212,-10212
25,79,4,0,464,1,2,4,5cb36757492ab200013588d3,1,-403,1,464,79,36656,36656
27,88,4,0,-465,1,2,4,5cb36757492ab200013588d3,1,-421,1,-465,88,-40920,-40920
28,1,6,1,437,1,2,4,5cb36757492ab200013588d3,1,437,1,437,1,437,437
29,30,5,1,459,1,2,4,5cb36757492ab200013588d3,1,459,1,459,30,13770,13770
30,12,4,0,-433,1,2,4,5cb36757492ab200013588d3,1,-433,1,-433,12,-5196,-5196
32,34,4,0,-455,1,2,4,5cb36757492ab200013588d3,1,-455,1,-455,34,-15470,-15470
33,85,1,0,-443,1,2,4,5cb36757492ab200013588d3,1,-404,1,-443,85,-37655,-37655
34,9,5,0,-430,1,2,4,5cb36757492ab200013588d3,1,-430,1,-430,9,-3870,-3870
35,76,1,1,481,1,2,4,5cb36757492ab200013588d3,1,471,1,481,76,36556,36556
36,94,0,0,434,1,2,4,5cb36757492ab200013588d3,1,-485,1,434,94,40796,40796
37,85,0,0,439,1,2,4,5cb36757492ab200013588d3,1,-416,1,439,85,37315,37315
38,52,4,0,-472,1,2,4,5cb36757492ab200013588d3,1,-472,1,-472,52,-24544,-24544
40,43,4,0,-465,1,2,4,5cb36757492ab200013588d3,1,-465,1,-465,43,-19995,-19995
41,67,1,0,-410,1,2,4,5cb36757492ab200013588d3,1,-453,1,-410,67,-27470,-27470
42,37,4,0,-496,1,2,4,5cb36757492ab200013588d3,1,-496,1,-496,37,-18352,-18352
43,90,0,0,-446,1,2,4,5cb36757492ab200013588d3,1,-433,1,-446,90,-40140,-40140
44,2,6,0,-436,1,2,4,5cb36757492ab200013588d3,1,-436,1,-436,2,-872,-872
46,5,5,0,-473,1,2,4,5cb36757492ab200013588d3,1,-473,1,-473,5,-2365,-2365
47,24,4,0,472,1,2,4,5cb36757492ab200013588d3,1,-424,1,472,24,11328,11328
48,38,5,0,-447,1,2,4,5cb36757492ab200013588d3,1,-403,1,-447,38,-16986,-16986
1,70,6,1,-441,0,2,4,5ce2cadbed552600199dc85c,1,497,0,0,0,-30870,0
2,94,6,1,-425,0,2,4,5ce2cadbed552600199dc85c,1,469,0,0,0,-39950,0
3,10,6,1,431,0,2,4,5ce2cadbed552600199dc85c,1,431,0,0,0,4310,0
4,25,6,0,-404,0,2,4,5ce2cadbed552600199dc85c,1,-432,0,0,0,-10100,0
5,31,6,0,-429,0,2,4,5ce2cadbed552600199dc85c,1,-429,0,0,0,-13299,0
7,94,6,1,456,0,2,4,5ce2cadbed552600199dc85c,1,434,0,0,0,42864,0
8,70,6,1,403,0,2,4,5ce2cadbed552600199dc85c,1,492,0,0,0,28210,0
9,96,6,0,410,0,2,4,5ce2cadbed552600199dc85c,1,-463,0,0,0,39360,0
11,81,6,1,411,0,2,4,5ce2cadbed552600199dc85c,1,481,0,0,0,33291,0
12,3,6,1,457,0,2,4,5ce2cadbed552600199dc85c,1,457,0,0,0,1371,0
13,48,6,1,-491,0,2,4,5ce2cadbed552600199dc85c,1,448,0,0,0,-23568,0
14,87,6,0,-416,0,2,4,5ce2cadbed552600199dc85c,1,-435,0,0,0,-36192,0
15,79,6,0,-456,0,2,4,5ce2cadbed552600199dc85c,1,-406,0,0,0,-36024,0
17,74,6,0,-436,0,2,4,5ce2cadbed552600199dc85c,1,-402,0,0,0,-32264,0
18,11,6,0,446,0,2,4,5ce2cadbed552600199dc85c,1,-445,0,0,0,4906,0
19,38,6,0,-426,0,2,4,5ce2cadbed552600199dc85c,1,-426,0,0,0,-16188,0
20,38,6,0,-491,0,2,4,5ce2cadbed552600199dc85c,1,-500,0,0,0,-18658,0
21,56,6,0,-409,0,2,4,5ce2cadbed552600199dc85c,1,-409,0,0,0,-22904,0
22,88,6,0,-457,0,2,4,5ce2cadbed552600199dc85c,1,-464,0,0,0,-40216,0
24,82,6,1,426,0,2,4,5ce2cadbed552600199dc85c,1,495,0,0,0,34932,0
25,10,6,1,443,0,2,4,5ce2cadbed552600199dc85c,1,443,0,0,0,4430,0
27,48,6,0,482,0,2,4,5ce2cadbed552600199dc85c,1,-483,0,0,0,23136,0
28,1,6,0,-401,0,2,4,5ce2cadbed552600199dc85c,1,-401,0,0,0,-401,0
29,68,6,0,-459,0,2,4,5ce2cadbed552600199dc85c,1,-459,0,0,0,-31212,0
30,3,6,1,417,0,2,4,5ce2cadbed552600199dc85c,1,417,0,0,0,1251,0
32,57,6,0,-404,0,2,4,5ce2cadbed552600199dc85c,1,-404,0,0,0,-23028,0
33,22,6,0,-449,0,2,4,5ce2cadbed552600199dc85c,1,-449,0,0,0,-9878,0
34,55,6,0,-498,0,2,4,5ce2cadbed552600199dc85c,1,-445,0,0,0,-27390,0
35,94,6,1,-442,0,2,4,5ce2cadbed552600199dc85c,1,404,0,0,0,-41548,0
36,31,6,0,-457,0,2,4,5ce2cadbed552600199dc85c,1,-457,0,0,0,-14167,0
37,90,6,1,443,0,2,4,5ce2cadbed552600199dc85c,1,416,0,0,0,39870,0
38,30,6,1,484,0,2,4,5ce2cadbed552600199dc85c,1,484,0,0,0,14520,0
40,7,6,1,469,0,2,4,5ce2cadbed552600199dc85c,1,469,0,0,0,3283,0
41,53,6,0,-466,0,2,4,5ce2cadbed552600199dc85c,1,-466,0,0,0,-24698,0
42,31,6,1,-441,0,2,4,5ce2cadbed552600199dc85c,1,435,0,0,0,-13671,0
43,94,6,1,474,0,2,4,5ce2cadbed552600199dc85c,1,481,0,0,0,44556,0
44,50,6,1,459,0,2,4,5ce2cadbed552600199dc85c,1,459,0,0,0,22950,0
46,54,6,0,-417,0,2,4,5ce2cadbed552600199dc85c,1,-417,0,0,0,-22518,0
47,40,6,1,489,0,2,4,5ce2cadbed552600199dc85c,1,489,0,0,0,19560,0
48,83,6,0,411,0,2,4,5ce2cadbed552600199dc85c,1,-453,0,0,0,34113,0
1,14,6,1,497,1,2,4,5ce2cadbed552600199dc85c,1,497,0,497,14,6958,6958
2,32,6,1,499,1,2,4,5ce2cadbed552600199dc85c,1,499,0,499,32,15968,15968
3,17,6,1,463,1,2,4,5ce2cadbed552600199dc85c,1,463,0,463,17,7871,7871
4,84,6,0,474,1,2,4,5ce2cadbed552600199dc85c,1,-465,0,474,84,39816,39816
5,17,6,0,-437,1,2,4,5ce2cadbed552600199dc85c,1,-437,0,-437,17,-7429,-7429
7,43,6,1,-411,1,2,4,5ce2cadbed552600199dc85c,1,445,0,-411,43,-17673,-17673
8,50,6,1,483,1,2,4,5ce2cadbed552600199dc85c,1,483,0,483,50,24150,24150
9,23,6,0,-483,1,2,4,5ce2cadbed552600199dc85c,1,-483,0,-483,23,-11109,-11109
11,60,6,1,409,1,2,4,5ce2cadbed552600199dc85c,1,409,0,409,60,24540,24540
12,61,6,0,459,1,2,4,5ce2cadbed552600199dc85c,1,-465,0,459,61,27999,27999
13,80,6,1,-400,1,2,4,5ce2cadbed552600199dc85c,1,477,0,-400,80,-32000,-32000
14,82,6,1,-423,1,2,4,5ce2cadbed552600199dc85c,1,419,0,-423,82,-34686,-34686
15,79,6,0,-467,1,2,4,5ce2cadbed552600199dc85c,1,-461,0,-467,79,-36893,-36893
17,32,6,0,445,1,2,4,5ce2cadbed552600199dc85c,1,-440,0,445,32,14240,14240
18,38,6,0,413,1,2,4,5ce2cadbed552600199dc85c,1,-478,0,413,38,15694,15694
19,68,6,0,-405,1,2,4,5ce2cadbed552600199dc85c,1,-405,0,-405,68,-27540,-27540
20,84,6,1,-412,1,2,4,5ce2cadbed552600199dc85c,1,472,0,-412,84,-34608,-34608
21,50,6,1,442,1,2,4,5ce2cadbed552600199dc85c,1,442,0,442,50,22100,22100
22,9,6,0,-436,1,2,4,5ce2cadbed552600199dc85c,1,-436,0,-436,9,-3924,-3924
24,83,6,1,444,1,2,4,5ce2cadbed552600199dc85c,1,471,0,444,83,36852,36852
25,11,6,1,443,1,2,4,5ce2cadbed552600199dc85c,1,443,0,443,11,4873,4873
27,35,6,1,-455,1,2,4,5ce2cadbed552600199dc85c,1,461,0,-455,35,-15925,-15925
28,3,6,1,453,1,2,4,5ce2cadbed552600199dc85c,1,453,0,453,3,1359,1359
29,53,6,1,417,1,2,4,5ce2cadbed552600199dc85c,1,417,0,417,53,22101,22101
30,77,6,0,-482,1,2,4,5ce2cadbed552600199dc85c,1,-445,0,-482,77,-37114,-37114
32,16,6,1,421,1,2,4,5ce2cadbed552600199dc85c,1,421,0,421,16,6736,6736
33,2,6,0,-403,1,2,4,5ce2cadbed552600199dc85c,1,-403,0,-403,2,-806,-806
34,46,6,1,-445,1,2,4,5ce2cadbed552600199dc85c,1,461,0,-445,46,-20470,-20470
35,74,6,1,467,1,2,4,5ce2cadbed552600199dc85c,1,441,0,467,74,34558,34558
36,6,6,0,-492,1,2,4,5ce2cadbed552600199dc85c,1,-492,0,-492,6,-2952,-2952
37,83,6,0,-433,1,2,4,5ce2cadbed552600199dc85c,1,-494,0,-433,83,-35939,-35939
38,22,6,0,-483,1,2,4,5ce2cadbed552600199dc85c,1,-483,0,-483,22,-10626,-10626
40,69,6,1,-448,1,2,4,5ce2cadbed552600199dc85c,1,473,0,-448,69,-30912,-30912
41,1,6,0,-436,1,2,4,5ce2cadbed552600199dc85c,1,-436,0,-436,1,-436,-436
42,52,6,1,422,1,2,4,5ce2cadbed552600199dc85c,1,422,0,422,52,21944,21944
43,23,6,1,402,1,2,4,5ce2cadbed552600199dc85c,1,480,0,402,23,9246,9246
44,49,6,0,-484,1,2,4,5ce2cadbed552600199dc85c,1,-415,0,-484,49,-23716,-23716
46,95,6,1,409,1,2,4,5ce2cadbed552600199dc85c,1,401,0,409,95,38855,38855
47,53,6,1,-470,1,2,4,5ce2cadbed552600199dc85c,1,457,0,-470,53,-24910,-24910
48,49,6,1,429,1,2,4,5ce2cadbed552600199dc85c,1,429,0,429,49,21021,21021
1,97,6,0,468,0,2,4,5d5573a782c18d00015b9ea2,0,-414,0,0,0,45396,0
2,76,6,1,-488,0,2,4,5d5573a782c18d00015b9ea2,0,496,0,0,0,-37088,0
3,52,6,0,487,0,2,4,5d5573a782c18d00015b9ea2,0,-420,0,0,0,25324,0
4,90,6,1,-444,0,2,4,5d5573a782c18d00015b9ea2,0,444,0,0,0,-39960,0
5,5,6,0,-427,0,2,4,5d5573a782c18d00015b9ea2,0,-427,0,0,0,-2135,0
7,57,6,1,-424,0,2,4,5d5573a782c18d00015b9ea2,0,403,0,0,0,-24168,0
8,41,6,0,-444,0,2,4,5d5573a782c18d00015b9ea2,0,-444,0,0,0,-18204,0
9,6,6,0,-495,0,2,4,5d5573a782c18d00015b9ea2,0,-495,0,0,0,-2970,0
11,63,6,0,-468,0,2,4,5d5573a782c18d00015b9ea2,0,-433,0,0,0,-29484,0
12,85,6,1,460,0,2,4,5d5573a782c18d00015b9ea2,0,450,0,0,0,39100,0
13,4,6,1,437,0,2,4,5d5573a782c18d00015b9ea2,0,437,0,0,0,1748,0
14,13,6,0,-490,0,2,4,5d5573a782c18d00015b9ea2,0,-490,0,0,0,-6370,0
15,22,6,0,-419,0,2,4,5d5573a782c18d00015b9ea2,0,-419,0,0,0,-9218,0
17,94,6,1,470,0,2,4,5d5573a782c18d00015b9ea2,0,468,0,0,0,44180,0
18,2,6,1,485,0,2,4,5d5573a782c18d00015b9ea2,0,485,0,0,0,970,0
19,8,6,1,480,0,2,4,5d5573a782c18d00015b9ea2,0,480,0,0,0,3840,0
20,77,6,1,415,0,2,4,5d5573a782c18d00015b9ea2,0,425,0,0,0,31955,0
21,10,6,1,406,0,2,4,5d5573a782c18d00015b9ea2,0,479,0,0,0,4060,0
22,31,6,0,-452,0,2,4,5d5573a782c18d00015b9ea2,0,-452,0,0,0,-14012,0
24,5,6,0,-416,0,2,4,5d5573a782c18d00015b9ea2,0,-416,0,0,0,-2080,0
25,60,6,1,-412,0,2,4,5d5573a782c18d00015b9ea2,0,443,0,0,0,-24720,0
27,39,6,1,454,0,2,4,5d5573a782c18d00015b9ea2,0,454,0,0,0,17706,0
28,90,6,1,400,0,2,4,5d5573a782c18d00015b9ea2,0,409,0,0,0,36000,0
29,49,6,0,-420,0,2,4,5d5573a782c18d00015b9ea2,0,-420,0,0,0,-20580,0
30,90,6,0,-443,0,2,4,5d5573a782c18d00015b9ea2,0,-444,0,0,0,-39870,0
32,33,6,1,441,0,2,4,5d5573a782c18d00015b9ea2,0,441,0,0,0,14553,0
33,89,6,1,474,0,2,4,5d5573a782c18d00015b9ea2,0,492,0,0,0,42186,0
34,26,6,0,-453,0,2,4,5d5573a782c18d00015b9ea2,0,-402,0,0,0,-11778,0
35,94,6,0,492,0,2,4,5d5573a782c18d00015b9ea2,0,-485,0,0,0,46248,0
36,96,6,0,-455,0,2,4,5d5573a782c18d00015b9ea2,0,-430,0,0,0,-43680,0
37,11,6,1,441,0,2,4,5d5573a782c18d00015b9ea2,0,441,0,0,0,4851,0
38,44,6,0,-478,0,2,4,5d5573a782c18d00015b9ea2,0,-478,0,0,0,-21032,0
40,60,6,1,-400,0,2,4,5d5573a782c18d00015b9ea2,0,446,0,0,0,-24000,0
41,80,6,0,-432,0,2,4,5d5573a782c18d00015b9ea2,0,-432,0,0,0,-34560,0
42,36,6,0,-405,0,2,4,5d5573a782c18d00015b9ea2,0,-458,0,0,0,-14580,0
43,87,6,1,497,0,2,4,5d5573a782c18d00015b9ea2,0,497,0,0,0,43239,0
44,64,6,1,482,0,2,4,5d5573a782c18d00015b9ea2,0,500,0,0,0,30848,0
46,53,6,1,491,0,2,4,5d5573a782c18d00015b9ea2,0,491,0,0,0,26023,0
47,68,6,0,-434,0,2,4,5d5573a782c18d00015b9ea2,0,-434,0,0,0,-29512,0
48,34,6,0,-411,0,2,4,5d5573a782c18d00015b9ea2,0,-411,0,0,0,-13974,0
1,48,5,0,-496,1,2,4,5d5573a782c18d00015b9ea2,0,-438,0,-496,48,-23808,-23808
2,50,1,0,-477,1,2,4,5d5573a782c18d00015b9ea2,0,-477,0,-477,50,-23850,-23850
3,66,2,0,485,1,2,4,5d5573a782c18d00015b9ea2,0,-461,0,485,66,32010,32010
4,33,0,0,-408,1,2,4,5d5573a782c18d00015b9ea2,0,-408,0,-408,33,-13464,-13464
5,81,0,0,-486,1,2,4,5d5573a782c18d00015b9ea2,0,-400,0,-486,81,-39366,-39366
7,76,2,1,484,1,2,4,5d5573a782c18d00015b9ea2,0,494,0,484,76,36784,36784
8,82,0,0,-403,1,2,4,5d5573a782c18d00015b9ea2,0,-495,0,-403,82,-33046,-33046
9,31,0,0,-483,1,2,4,5d5573a782c18d00015b9ea2,0,-493,0,-483,31,-14973,-14973
11,65,2,0,421,1,2,4,5d5573a782c18d00015b9ea2,0,-452,0,421,65,27365,27365
12,26,0,1,490,1,2,4,5d5573a782c18d00015b9ea2,0,490,0,490,26,12740,12740
13,71,5,1,-494,1,2,4,5d5573a782c18d00015b9ea2,0,491,0,-494,71,-35074,-35074
14,17,0,0,-441,1,2,4,5d5573a782c18d00015b9ea2,0,-441,0,-441,17,-7497,-7497
15,92,5,0,445,1,2,4,5d5573a782c18d00015b9ea2,0,-435,0,445,92,40940,40940
17,47,0,1,466,1,2,4,5d5573a782c18d00015b9ea2,0,424,0,466,47,21902,21902
18,51,5,1,-432,1,2,4,5d5573a782c18d00015b9ea2,0,449,0,-432,51,-22032,-22032
19,67,5,0,498,1,2,4,5d5573a782c18d00015b9ea2,0,-451,0,498,67,33366,33366
20,60,5,1,-427,1,2,4,5d5573a782c18d00015b9ea2,0,408,0,-427,60,-25620,-25620
21,63,5,1,-471,1,2,4,5d5573a782c18d00015b9ea2,0,405,0,-471,63,-29673,-29673
22,48,0,1,475,1,2,4,5d5573a782c18d00015b9ea2,0,408,0,475,48,22800,22800
24,76,3,1,461,1,2,4,5d5573a782c18d00015b9ea2,0,474,0,461,76,35036,35036
25,13,0,1,484,1,2,4,5d5573a782c18d00015b9ea2,0,484,0,484,13,6292,6292
27,37,5,0,480,1,2,4,5d5573a782c18d00015b9ea2,0,-402,0,480,37,17760,17760
28,9,0,1,404,1,2,4,5d5573a782c18d00015b9ea2,0,404,0,404,9,3636,3636
29,66,5,0,476,1,2,4,5d5573a782c18d00015b9ea2,0,-448,0,476,66,31416,31416
30,22,2,0,-414,1,2,4,5d5573a782c18d00015b9ea2,0,-481,0,-414,22,-9108,-9108
32,21,0,0,-494,1,2,4,5d5573a782c18d00015b9ea2,0,-494,0,-494,21,-10374,-10374
33,22,3,1,410,1,2,4,5d5573a782c18d00015b9ea2,0,410,0,410,22,9020,9020
34,87,2,0,-405,1,2,4,5d5573a782c18d00015b9ea2,0,-405,0,-405,87,-35235,-35235
35,13,0,1,476,1,2,4,5d5573a782c18d00015b9ea2,0,476,0,476,13,6188,6188
36,6,0,1,420,1,2,4,5d5573a782c18d00015b9ea2,0,420,0,420,6,2520,2520
37,32,0,1,440,1,2,4,5d5573a782c18d00015b9ea2,0,407,0,440,32,14080,14080
38,14,0,0,-465,1,2,4,5d5573a782c18d00015b9ea2,0,-465,0,-465,14,-6510,-6510
40,14,5,0,406,1,2,4,5d5573a782c18d00015b9ea2,0,-489,0,406,14,5684,5684
41,10,6,1,-477,1,2,4,5d5573a782c18d00015b9ea2,0,419,0,-477,10,-4770,-4770
42,85,5,1,-463,1,2,4,5d5573a782c18d00015b9ea2,0,497,0,-463,85,-39355,-39355
43,25,3,1,471,1,2,4,5d5573a782c18d00015b9ea2,0,471,0,471,25,11775,11775
44,75,3,0,-500,1,2,4,5d5573a782c18d00015b9ea2,0,-446,0,-500,75,-37500,-37500
46,93,5,0,-415,1,2,4,5d5573a782c18d00015b9ea2,0,-415,0,-415,93,-38595,-38595
47,15,1,0,-490,1,2,4,5d5573a782c18d00015b9ea2,0,-490,0,-490,15,-7350,-7350
48,82,2,0,-411,1,2,4,5d5573a782c18d00015b9ea2,0,-401,0,-411,82,-33702,-33702
1,54,6,0,-423,0,2,4,5e11ff6f814bba8816cca900,0,-423,0,0,0,-22842,0
2,26,6,1,407,0,2,4,5e11ff6f814bba8816cca900,0,407,0,0,0,10582,0
3,91,6,1,415,0,2,4,5e11ff6f814bba8816cca900,0,400,0,0,0,37765,0
4,39,6,0,435,0,2,4,5e11ff6f814bba8816cca900,0,-410,0,0,0,16965,0
5,46,6,1,409,0,2,4,5e11ff6f814bba8816cca900,0,409,0,0,0,18814,0
7,39,6,0,-422,0,2,4,5e11ff6f814bba8816cca900,0,-479,0,0,0,-16458,0
8,5,6,0,-432,0,2,4,5e11ff6f814bba8816cca900,0,-432,0,0,0,-2160,0
9,85,6,0,480,0,2,4,5e11ff6f814bba8816cca900,0,-440,0,0,0,40800,0
11,8,6,1,438,0,2,4,5e11ff6f814bba8816cca900,0,438,0,0,0,3504,0
12,54,6,1,441,0,2,4,5e11ff6f814bba8816cca900,0,441,0,0,0,23814,0
13,95,6,1,-433,0,2,4,5e11ff6f814bba8816cca900,0,481,0,0,0,-41135,0
14,58,6,0,-489,0,2,4,5e11ff6f814bba8816cca900,0,-496,0,0,0,-28362,0
15,91,6,0,429,0,2,4,5e11ff6f814bba8816cca900,0,-409,0,0,0,39039,0
17,58,6,1,496,0,2,4,5e11ff6f814bba8816cca900,0,496,0,0,0,28768,0
18,62,6,1,433,0,2,4,5e11ff6f814bba8816cca900,0,433,0,0,0,26846,0
19,44,6,0,-415,0,2,4,5e11ff6f814bba8816cca900,0,-442,0,0,0,-18260,0
20,65,6,0,424,0,2,4,5e11ff6f814bba8816cca900,0,-472,0,0,0,27560,0
21,30,6,1,440,0,2,4,5e11ff6f814bba8816cca900,0,440,0,0,0,13200,0
22,86,6,1,411,0,2,4,5e11ff6f814bba8816cca900,0,474,0,0,0,35346,0
24,31,6,0,-445,0,2,4,5e11ff6f814bba8816cca900,0,-445,0,0,0,-13795,0
25,23,6,0,408,0,2,4,5e11ff6f814bba8816cca900,0,-472,0,0,0,9384,0
27,88,6,1,481,0,2,4,5e11ff6f814bba8816cca900,0,452,0,0,0,42328,0
28,35,6,1,-468,0,2,4,5e11ff6f814bba8816cca900,0,447,0,0,0,-16380,0
29,6,6,1,417,0,2,4,5e11ff6f814bba8816cca900,0,417,0,0,0,2502,0
30,24,6,1,461,0,2,4,5e11ff6f814bba8816cca900,0,461,0,0,0,11064,0
32,41,6,0,-400,0,2,4,5e11ff6f814bba8816cca900,0,-400,0,0,0,-16400,0
33,23,6,0,-498,0,2,4,5e11ff6f814bba8816cca900,0,-498,0,0,0,-11454,0
34,50,6,0,-403,0,2,4,5e11ff6f814bba8816cca900,0,-403,0,0,0,-20150,0
35,49,6,0,-425,0,2,4,5e11ff6f814bba8816cca900,0,-425,0,0,0,-20825,0
36,22,6,0,-462,0,2,4,5e11ff6f814bba8816cca900,0,-462,0,0,0,-10164,0
37,68,6,1,444,0,2,4,5e11ff6f814bba8816cca900,0,482,0,0,0,30192,0
38,96,6,1,-421,0,2,4,5e11ff6f814bba8816cca900,0,493,0,0,0,-40416,0
40,86,6,0,-415,0,2,4,5e11ff6f814bba8816cca900,0,-437,0,0,0,-35690,0
41,25,6,1,467,0,2,4,5e11ff6f814bba8816cca900,0,467,0,0,0,11675,0
42,24,6,1,475,0,2,4,5e11ff6f814bba8816cca900,0,475,0,0,0,11400,0
43,31,6,0,-470,0,2,4,5e11ff6f814bba8816cca900,0,-425,0,0,0,-14570,0
44,19,6,1,-472,0,2,4,5e11ff6f814bba8816cca900,0,482,0,0,0,-8968,0
46,47,6,1,421,0,2,4,5e11ff6f814bba8816cca900,0,421,0,0,0,19787,0
47,76,6,1,-500,0,2,4,5e11ff6f814bba8816cca900,0,491,0,0,0,-38000,0
48,51,6,1,458,0,2,4,5e11ff6f814bba8816cca900,0,454,0,0,0,23358,0
1,10,6,1,461,1,2,4,5e11ff6f814bba8816cca900,0,461,0,461,10,4610,4610
2,36,6,0,-492,1,2,4,5e11ff6f814bba8816cca900,0,-492,0,-492,36,-17712,-17712
3,50,6,1,461,1,2,4,5e11ff6f814bba8816cca900,0,401,0,461,50,23050,23050
4,18,6,0,-411,1,2,4,5e11ff6f814bba8816cca900,0,-411,0,-411,18,-7398,-7398
5,37,6,0,-413,1,2,4,5e11ff6f814bba8816cca900,0,-413,0,-413,37,-15281,-15281
7,21,6,1,465,1,2,4,5e11ff6f814bba8816cca900,0,465,0,465,21,9765,9765
8,11,6,0,-490,1,2,4,5e11ff6f814bba8816cca900,0,-457,0,-490,11,-5390,-5390
9,99,6,1,-459,1,2,4,5e11ff6f814bba8816cca900,0,427,0,-459,99,-45441,-45441
11,3,6,1,448,1,2,4,5e11ff6f814bba8816cca900,0,448,0,448,3,1344,1344
12,81,6,0,406,1,2,4,5e11ff6f814bba8816cca900,0,-437,0,406,81,32886,32886
13,95,6,0,-452,1,2,4,5e11ff6f814bba8816cca900,0,-420,0,-452,95,-42940,-42940
14,48,6,1,443,1,2,4,5e11ff6f814bba8816cca900,0,443,0,443,48,21264,21264
15,62,6,0,435,1,2,4,5e11ff6f814bba8816cca900,0,-460,0,435,62,26970,26970
17,50,6,1,494,1,2,4,5e11ff6f814bba8816cca900,0,436,0,494,50,24700,24700
18,12,6,0,-454,1,2,4,5e11ff6f814bba8816cca900,0,-454,0,-454,12,-5448,-5448
19,23,6,0,-415,1,2,4,5e11ff6f814bba8816cca900,0,-415,0,-415,23,-9545,-9545
20,43,6,0,-423,1,2,4,5e11ff6f814bba8816cca900,0,-423,0,-423,43,-18189,-18189
21,81,6,1,-490,1,2,4,5e11ff6f814bba8816cca900,0,471,0,-490,81,-39690,-39690
22,54,6,1,-490,1,2,4,5e11ff6f814bba8816cca900,0,418,0,-490,54,-26460,-26460
24,50,6,1,-410,1,2,4,5e11ff6f814bba8816cca900,0,467,0,-410,50,-20500,-20500
25,25,6,0,-426,1,2,4,5e11ff6f814bba8816cca900,0,-426,0,-426,25,-10650,-10650
27,54,6,0,450,1,2,4,5e11ff6f814bba8816cca900,0,-421,0,450,54,24300,24300
28,2,6,0,-455,1,2,4,5e11ff6f814bba8816cca900,0,-455,0,-455,2,-910,-910
29,46,6,1,-442,1,2,4,5e11ff6f814bba8816cca900,0,420,0,-442,46,-20332,-20332
30,36,6,0,-438,1,2,4,5e11ff6f814bba8816cca900,0,-438,0,-438,36,-15768,-15768
32,38,6,0,-428,1,2,4,5e11ff6f814bba8816cca900,0,-428,0,-428,38,-16264,-16264
33,98,6,0,-418,1,2,4,5e11ff6f814bba8816cca900,0,-497,0,-418,98,-40964,-40964
34,86,6,1,-457,1,2,4,5e11ff6f814bba8816cca900,0,423,0,-457,86,-39302,-39302
35,34,6,0,-465,1,2,4,5e11ff6f814bba8816cca900,0,-465,0,-465,34,-15810,-15810
36,46,6,0,-437,1,2,4,5e11ff6f814bba8816cca900,0,-421,0,-437,46,-20102,-20102
37,96,6,0,485,1,2,4,5e11ff6f814bba8816cca900,0,-420,0,485,96,46560,46560
38,2,6,0,-440,1,2,4,5e11ff6f814bba8816cca900,0,-440,0,-440,2,-880,-880
40,78,6,1,490,1,2,4,5e11ff6f814bba8816cca900,0,416,0,490,78,38220,38220
41,36,6,0,-439,1,2,4,5e11ff6f814bba8816cca900,0,-439,0,-439,36,-15804,-15804
42,61,6,1,-490,1,2,4,5e11ff6f814bba8816cca900,0,464,0,-490,61,-29890,-29890
43,13,6,1,496,1,2,4,5e11ff6f814bba8816cca900,0,496,0,496,13,6448,6448
44,42,6,1,500,1,2,4,5e11ff6f814bba8816cca900,0,500,0,500,42,21000,21000
46,93,6,0,418,1,2,4,5e11ff6f814bba8816cca900,0,-437,0,418,93,38874,38874
47,95,6,1,-421,1,2,4,5e11ff6f814bba8816cca900,0,442,0,-421,95,-39995,-39995
48,72,6,0,464,1,2,4,5e11ff6f814bba8816cca900,0,-445,0,464,72,33408,33408
