PID;Duration;A1comp1;A1comp2;A1comp3;A1comp4;A2comp1;A2comp2;A2comp3;A2comp4OB;checkObs;calcPun;uncalcPun;A2comp4HID;checkHid;return;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;punUncalc;noUncalc;punCalc;noCalc;punHid;noPunHid;gender;age;Condition;RecordedDate
223;583;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;44;4;22/11/2023 17:04
224;494;1;1;1;0;1;0;1;1;1;0;;;;50;;;;;;;;;;;;;;2;61;3;22/11/2023 17:04
225;311;0;1;1;1;1;1;1;;;;0;1;0;31;;;;;;;;;;;;;;2;42;4;22/11/2023 17:05
226;576;;;;;;;;;;;;;;;1;1;1;0;0;0;1;6;3;8;6;;;1;50;5;22/11/2023 17:06
227;415;0;1;0;0;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;37;4;22/11/2023 17:06
228;1021;1;0;1;1;1;1;1;1;1;0;;;;20;;;;;;;;;;;;;;2;51;3;22/11/2023 17:06
229;389;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;0;0;2;36;6;22/11/2023 17:06
230;302;1;1;1;1;1;1;1;;;0;;1;1;30;;;;;;;;;;;;;;2;43;4;22/11/2023 17:06
231;183;0;0;0;0;0;0;0;0;0;;1;;;51;;;;;;;;;;;;;;2;42;3;22/11/2023 17:07
232;356;;;;;;;;;;;;;;;0;1;1;0;1;1;1;;;;;10;0;1;38;6;22/11/2023 17:07
233;520;;;;;;;;;;;;;;;0;1;0;0;0;1;0;;;;;2;0;1;49;6;22/11/2023 17:08
234;485;;;;;;;;;;;;;;;1;1;1;1;1;1;1;2;2;2;4;;;1;42;5;22/11/2023 17:09
235;3143;;;;;;;;;;;;;;;0;1;1;0;1;0;1;;;;;0;0;2;57;6;22/11/2023 17:09
236;997;;;;;;;;;;;;;;;0;0;1;1;1;0;1;6;4;2;6;;;1;38;5;22/11/2023 17:10
237;491;0;0;0;0;0;1;1;0;1;0;;;;50;;;;;;;;;;;;;;2;33;3;22/11/2023 17:10
238;646;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;3;2;2;36;6;22/11/2023 17:10
239;354;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;31;4;22/11/2023 17:10
240;367;1;0;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;42;4;22/11/2023 17:11
241;238;1;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;55;3;22/11/2023 17:15
242;530;0;0;1;0;1;0;1;1;0;;0;;;10;;;;;;;;;;;;;;2;32;3;22/11/2023 17:15
243;145;0;0;1;0;0;1;1;0;0;;0;;;100;;;;;;;;;;;;;;2;42;3;22/11/2023 17:16
244;355;;;;;;;;;;;;;;;1;1;0;0;0;1;1;;;;;3;3;2;57;6;22/11/2023 17:16
245;335;;;;;;;;;;;;;;;0;0;1;1;1;1;0;2;10;2;10;;;2;45;5;22/11/2023 17:17
246;252;;;;;;;;;;;;;;;0;1;0;0;1;0;1;;;;;0;5;2;54;6;22/11/2023 17:17
247;182;0;1;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;31;3;22/11/2023 17:19
248;259;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;0;0;2;25;6;22/11/2023 17:20
249;484;;;;;;;;;;;;;;;0;0;1;1;1;0;1;5;5;5;5;;;1;47;5;22/11/2023 17:21
250;292;1;1;1;1;1;1;1;1;1;0;;;;10;;;;;;;;;;;;;;2;33;3;22/11/2023 17:21
251;559;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;60;3;22/11/2023 17:21
252;287;;;;;;;;;;;;;;;0;0;0;0;1;0;1;;;;;10;10;1;50;6;22/11/2023 17:22
253;317;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;8;0;2;28;6;22/11/2023 17:23
254;267;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;1;6;2;28;6;22/11/2023 17:23
255;313;1;0;1;1;1;1;0;;;1;;1;1;50;;;;;;;;;;;;;;2;51;4;22/11/2023 17:23
256;289;1;0;0;0;0;0;0;0;1;0;;;;50;;;;;;;;;;;;;;2;56;3;22/11/2023 17:24
257;415;0;0;1;1;1;0;1;;;0;;1;1;50;;;;;;;;;;;;;;2;33;4;22/11/2023 17:27
258;235;1;1;1;0;1;0;1;0;0;;0;;;8;;;;;;;;;;;;;;2;35;3;22/11/2023 17:27
259;833;1;0;1;1;1;1;1;;;1;;1;1;40;;;;;;;;;;;;;;2;34;4;22/11/2023 17:27
260;390;1;0;0;1;0;1;1;1;1;0;;;;50;;;;;;;;;;;;;;1;56;3;22/11/2023 17:29
261;266;;;;;;;;;;;;;;;1;1;1;1;0;1;1;4;10;4;10;;;2;31;5;22/11/2023 17:29
262;358;1;1;1;1;0;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;43;4;22/11/2023 17:30
263;405;;;;;;;;;;;;;;;1;1;1;1;1;1;1;2;5;3;2;;;2;23;5;22/11/2023 17:30
264;328;;;;;;;;;;;;;;;1;1;0;1;1;0;1;;;;;0;0;2;43;6;22/11/2023 17:30
265;344;1;1;0;1;1;1;1;1;1;0;;;;0;;;;;;;;;;;;;;1;30;3;22/11/2023 17:30
266;1549;;;;;;;;;;;;;;;1;1;1;0;1;1;1;8;6;7;6;;;1;35;5;22/11/2023 17:31
267;442;1;1;0;1;0;0;1;0;1;1;;;;50;;;;;;;;;;;;;;1;60;3;22/11/2023 17:32
268;322;0;1;1;0;0;0;1;0;1;1;;;;6;;;;;;;;;;;;;;2;43;3;22/11/2023 17:32
269;502;1;0;0;1;0;0;0;;;0;;0;1;50;;;;;;;;;;;;;;2;49;4;22/11/2023 17:32
270;301;1;1;1;1;0;1;1;;;0;;1;1;0;;;;;;;;;;;;;;2;29;4;22/11/2023 17:32
271;12429;;;;;;;;;;;;;;;1;0;1;1;1;1;0;;;;;1;1;2;39;6;22/11/2023 17:32
272;432;1;1;1;0;0;0;1;;;0;;1;1;50;;;;;;;;;;;;;;2;52;4;22/11/2023 17:33
273;242;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;10;5;8;;;2;47;5;22/11/2023 17:35
274;544;1;0;1;1;0;1;1;0;0;;0;;;50;;;;;;;;;;;;;;2;32;3;22/11/2023 17:35
275;249;0;1;1;0;1;1;0;0;0;;0;;;50;;;;;;;;;;;;;;1;38;3;22/11/2023 17:36
276;355;1;0;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;31;3;22/11/2023 17:38
277;470;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;1;23;6;22/11/2023 17:38
278;334;;;;;;;;;;;;;;;1;1;1;1;1;0;1;10;10;10;10;;;2;32;5;22/11/2023 17:40
279;345;0;0;1;1;0;0;1;1;1;1;;;;20;;;;;;;;;;;;;;2;31;3;22/11/2023 17:43
280;227;;;;;;;;;;;;;;;1;1;1;0;0;1;0;10;10;10;10;;;1;36;5;22/11/2023 17:43
281;432;1;0;1;1;1;1;1;1;1;1;;;;20;;;;;;;;;;;;;;2;34;3;22/11/2023 17:45
282;260;;;;;;;;;;;;;;;0;1;1;1;1;1;0;4;10;4;6;;;2;41;5;22/11/2023 17:45
283;493;1;1;1;0;0;1;1;0;1;0;;;;50;;;;;;;;;;;;;;2;39;3;22/11/2023 17:46
284;662;;;;;;;;;;;;;;;1;1;1;1;0;0;0;5;1;5;5;;;1;58;5;22/11/2023 17:46
285;1329;0;1;1;0;0;1;1;;;0;;1;1;0;;;;;;;;;;;;;;2;28;4;22/11/2023 17:46
286;361;1;0;0;1;0;0;0;1;1;1;;;;50;;;;;;;;;;;;;;2;34;3;22/11/2023 17:47
287;439;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;10;2;38;6;22/11/2023 17:48
288;481;0;1;1;1;1;1;1;;;0;;1;1;100;;;;;;;;;;;;;;1;34;4;22/11/2023 17:48
289;273;;;;;;;;;;;;;;;1;0;0;1;1;1;1;;;;;0;10;1;34;6;22/11/2023 17:49
290;252;0;0;0;1;0;0;1;;;1;;1;1;31;;;;;;;;;;;;;;2;34;4;22/11/2023 17:49
291;237;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;0;10;1;21;6;22/11/2023 17:49
292;306;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;10;10;;;1;25;5;22/11/2023 17:49
293;740;;;;;;;;;;;;;;;1;0;1;1;1;0;1;0;0;10;4;;;2;38;5;22/11/2023 17:50
294;566;;;;;;;;;;;;;;;0;1;0;1;1;1;1;5;6;5;4;;;1;28;5;22/11/2023 17:50
295;524;1;1;1;0;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;30;4;22/11/2023 17:51
296;312;0;0;0;0;0;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;43;3;22/11/2023 17:51
297;322;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;0;4;2;66;6;22/11/2023 17:51
298;429;0;0;0;1;1;0;1;;;1;;0;1;27;;;;;;;;;;;;;;2;45;4;22/11/2023 17:52
299;462;1;1;1;1;0;1;0;;;1;;1;1;30;;;;;;;;;;;;;;2;39;4;22/11/2023 17:53
300;1581;;;;;;;;;;;;;;;1;0;1;1;1;1;1;6;0;2;4;;;2;48;5;22/11/2023 17:55
301;499;;;;;;;;;;;;;;;0;0;0;1;1;0;0;5;2;2;2;;;1;51;5;22/11/2023 17:55
302;351;;;;;;;;;;;;;;;0;0;1;0;1;1;1;;;;;4;4;1;41;6;22/11/2023 17:55
303;294;0;0;0;0;1;1;0;;;0;;0;1;20;;;;;;;;;;;;;;2;57;4;22/11/2023 17:56
304;348;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;4;5;1;47;6;22/11/2023 17:57
305;265;1;1;0;0;1;1;0;0;1;0;;;;0;;;;;;;;;;;;;;2;63;3;22/11/2023 17:58
306;328;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;28;4;22/11/2023 17:59
307;560;1;0;0;1;1;0;0;;;1;;1;1;50;;;;;;;;;;;;;;1;68;4;22/11/2023 17:59
308;437;0;1;1;0;0;1;1;1;1;0;;;;20;;;;;;;;;;;;;;2;58;3;22/11/2023 17:59
309;353;0;0;1;1;1;0;1;;;;0;1;0;10;;;;;;;;;;;;;;2;39;4;22/11/2023 17:59
310;492;1;1;0;0;0;1;1;;;1;;1;1;13;;;;;;;;;;;;;;2;27;4;22/11/2023 17:59
311;259;;;;;;;;;;;;;;;1;1;1;0;0;1;1;;;;;10;5;2;41;6;22/11/2023 17:59
312;353;0;0;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;36;3;22/11/2023 17:59
313;205;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;0;5;1;35;6;22/11/2023 18:00
314;456;;;;;;;;;;;;;;;1;0;1;0;1;1;1;0;0;0;10;;;2;27;5;22/11/2023 18:00
315;296;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;5;0;1;52;6;22/11/2023 18:00
316;381;;;;;;;;;;;;;;;0;1;1;1;1;1;0;1;4;3;3;;;2;31;5;22/11/2023 18:00
317;347;0;0;1;0;0;1;1;;;;0;1;0;100;;;;;;;;;;;;;;1;30;4;22/11/2023 18:03
318;413;1;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;37;3;22/11/2023 18:03
319;256;1;1;1;1;0;1;0;0;1;1;;;;50;;;;;;;;;;;;;;2;30;3;22/11/2023 18:03
320;324;;;;;;;;;;;;;;;1;0;1;1;1;0;0;5;5;5;5;;;2;34;5;22/11/2023 18:04
321;349;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;8;0;;;2;25;5;22/11/2023 18:05
322;99;;;;;;;;;;;;;;;0;0;0;0;0;1;1;2;4;4;5;;;2;25;5;22/11/2023 18:06
323;387;1;1;1;0;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;55;3;22/11/2023 18:09
324;660;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;33;4;22/11/2023 18:09
325;366;0;1;0;0;0;1;1;;;0;;0;1;12;;;;;;;;;;;;;;2;45;4;22/11/2023 18:10
326;1458;;;;;;;;;;;;;;;0;0;1;0;1;0;0;;;;;10;10;1;67;6;22/11/2023 18:11
327;705;;;;;;;;;;;;;;;1;0;0;0;1;1;1;10;0;0;0;;;2;58;5;22/11/2023 18:11
328;687;;;;;;;;;;;;;;;1;0;1;0;1;0;1;10;5;2;10;;;1;32;5;22/11/2023 18:12
329;387;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;;;;0;2;2;64;6;22/11/2023 18:12
330;340;1;1;1;0;1;0;1;1;1;0;;;;50;;;;;;;;;;;;;;2;31;3;22/11/2023 18:12
331;546;;;;;;;;;;;;;;;1;1;1;0;0;1;1;3;3;3;3;;;1;47;5;22/11/2023 18:13
332;460;1;1;0;0;0;0;1;;;1;;0;1;100;;;;;;;;;;;;;;2;33;4;22/11/2023 18:15
333;523;0;1;0;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;37;3;22/11/2023 18:16
334;273;;;;;;;;;;;;;;;0;0;1;1;1;1;1;10;10;10;10;;;2;36;5;22/11/2023 18:17
335;344;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;4;4;2;35;6;22/11/2023 18:18
336;248;1;1;1;0;1;0;1;1;1;0;;;;40;;;;;;;;;;;;;;2;25;3;22/11/2023 18:19
337;125;0;0;0;1;0;0;1;;;;0;0;0;40;;;;;;;;;;;;;;1;31;4;22/11/2023 18:20
338;855;1;1;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;61;4;22/11/2023 18:21
339;126;;;;;;;;;;;;;;;1;1;0;1;1;0;0;4;4;2;8;;;2;51;5;22/11/2023 18:21
340;248;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;0;2;1;24;6;22/11/2023 18:22
341;332;1;1;1;1;1;0;1;1;0;;0;;;0;;;;;;;;;;;;;;2;24;3;22/11/2023 18:23
342;841;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;4;5;8;;;2;35;5;22/11/2023 18:24
343;319;0;0;1;0;1;1;1;;;1;;1;1;30;;;;;;;;;;;;;;2;48;4;22/11/2023 18:26
344;877;1;1;1;1;1;1;0;1;1;1;;;;0;;;;;;;;;;;;;;1;39;3;22/11/2023 18:26
345;509;;;;;;;;;;;;;;;1;1;1;0;1;1;0;4;3;5;5;;;1;32;5;22/11/2023 18:27
346;363;;;;;;;;;;;;;;;1;0;1;1;0;1;1;10;10;10;10;;;1;39;5;22/11/2023 18:28
347;367;1;0;0;1;0;1;1;1;1;1;;;;20;;;;;;;;;;;;;;2;32;3;22/11/2023 18:30
348;993;;;;;;;;;;;;;;;1;1;1;1;1;1;0;10;10;10;10;;;2;59;5;22/11/2023 18:30
349;397;;;;;;;;;;;;;;;0;0;1;1;1;0;0;0;5;0;5;;;2;23;5;22/11/2023 18:31
350;450;0;0;1;1;1;1;1;1;0;;0;;;100;;;;;;;;;;;;;;2;33;3;22/11/2023 18:31
351;206;0;0;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;23;3;22/11/2023 18:32
352;227;0;0;0;0;1;0;1;1;1;1;;;;48;;;;;;;;;;;;;;2;30;3;22/11/2023 18:34
353;281;1;0;0;0;1;0;1;1;0;;0;;;50;;;;;;;;;;;;;;1;33;3;22/11/2023 18:36
354;336;;;;;;;;;;;;;;;1;1;0;0;0;0;1;5;0;5;0;;;2;29;5;22/11/2023 18:36
355;1026;1;1;1;1;0;1;1;;;0;;1;1;65;;;;;;;;;;;;;;1;23;4;22/11/2023 18:37
356;448;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;5;0;5;;;2;32;5;22/11/2023 18:37
357;212;;;;;;;;;;;;;;;1;0;1;1;1;1;1;2;6;2;10;;;3;43;5;22/11/2023 18:37
358;251;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;10;2;5;;;2;31;5;22/11/2023 18:40
359;426;1;0;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;42;4;22/11/2023 18:40
360;485;1;1;0;0;0;1;1;;;;0;0;0;50;;;;;;;;;;;;;;1;32;4;22/11/2023 18:41
361;182;;;;;;;;;;;;;;;0;0;1;0;0;1;1;2;0;5;4;;;2;23;5;22/11/2023 18:41
362;345;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;5;10;2;44;6;22/11/2023 18:41
363;520;0;1;1;1;1;1;0;;;1;;1;1;50;;;;;;;;;;;;;;2;50;4;22/11/2023 18:42
364;466;;;;;;;;;;;;;;;0;0;1;0;1;0;0;2;3;3;2;;;2;24;5;22/11/2023 18:43
365;575;;;;;;;;;;;;;;;0;1;1;1;1;1;1;0;0;0;5;;;2;53;5;22/11/2023 18:43
366;320;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;32;3;22/11/2023 18:43
367;359;;;;;;;;;;;;;;;0;0;1;1;1;0;0;5;5;5;5;;;2;30;5;22/11/2023 18:43
368;374;;;;;;;;;;;;;;;1;0;0;1;1;1;1;;;;;10;0;2;48;6;22/11/2023 18:43
369;380;1;1;1;0;0;1;1;1;1;1;;;;0;;;;;;;;;;;;;;2;22;3;22/11/2023 18:44
370;421;1;1;0;0;0;0;0;;;1;;1;1;50;;;;;;;;;;;;;;2;62;4;22/11/2023 18:45
371;491;0;1;0;0;0;0;1;;;;1;1;0;0;;;;;;;;;;;;;;1;41;4;22/11/2023 18:47
372;412;0;0;1;0;1;0;1;1;0;;0;;;10;;;;;;;;;;;;;;2;37;3;22/11/2023 18:47
373;522;;;;;;;;;;;;;;;0;1;1;1;0;1;0;;;;;3;5;2;57;6;22/11/2023 18:48
374;296;;;;;;;;;;;;;;;0;1;1;1;1;0;0;;;;;10;5;2;31;6;22/11/2023 18:48
375;201;1;1;0;0;1;1;1;0;1;0;;;;50;;;;;;;;;;;;;;2;29;3;22/11/2023 18:49
376;2060;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;10;10;2;36;6;22/11/2023 18:49
377;313;;;;;;;;;;;;;;;0;0;1;0;1;1;1;;;;;6;6;1;42;6;22/11/2023 18:50
378;251;;;;;;;;;;;;;;;0;0;0;0;1;0;0;3;4;5;5;;;1;27;5;22/11/2023 18:53
379;667;1;0;1;0;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;32;3;22/11/2023 18:53
380;516;;;;;;;;;;;;;;;1;1;1;0;0;0;1;;;;;2;2;2;38;6;22/11/2023 18:53
381;781;0;1;1;1;1;0;1;1;1;1;;;;40;;;;;;;;;;;;;;1;32;3;22/11/2023 18:54
382;263;;;;;;;;;;;;;;;0;0;0;0;0;0;1;6;4;4;2;;;1;34;5;22/11/2023 18:54
383;285;1;0;1;1;1;0;1;1;0;;0;;;28;;;;;;;;;;;;;;1;46;3;22/11/2023 18:55
384;375;1;0;1;0;0;1;0;;;0;;1;1;48;;;;;;;;;;;;;;2;33;4;22/11/2023 18:55
385;246;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;23;3;22/11/2023 18:56
386;339;1;1;0;1;0;1;1;0;0;;1;;;50;;;;;;;;;;;;;;1;42;3;22/11/2023 18:57
387;334;1;1;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;2;50;4;22/11/2023 18:57
388;1063;;;;;;;;;;;;;;;1;0;1;1;1;0;0;10;10;5;0;;;2;48;5;22/11/2023 18:58
389;221;;;;;;;;;;;;;;;0;1;1;0;1;0;0;;;;;2;2;1;60;6;22/11/2023 18:58
390;556;1;0;0;1;1;0;1;;;0;;1;1;100;;;;;;;;;;;;;;2;46;4;22/11/2023 18:58
391;365;1;0;0;0;0;0;0;;;;0;1;0;50;;;;;;;;;;;;;;2;45;4;22/11/2023 19:00
392;617;0;0;1;1;1;0;1;1;1;0;;;;50;;;;;;;;;;;;;;2;38;3;22/11/2023 19:00
393;245;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;5;0;1;26;6;22/11/2023 19:01
394;339;;;;;;;;;;;;;;;0;1;0;0;0;0;0;2;5;5;4;;;1;59;5;22/11/2023 19:03
395;257;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;10;0;5;;;2;29;5;22/11/2023 19:04
396;441;0;1;0;0;1;0;0;;;0;;0;1;41;;;;;;;;;;;;;;2;39;4;22/11/2023 19:04
397;446;1;1;1;1;1;1;0;1;0;;0;;;50;;;;;;;;;;;;;;2;45;3;22/11/2023 19:07
398;256;;;;;;;;;;;;;;;1;0;1;1;0;1;1;;;;;5;5;2;32;6;22/11/2023 19:08
399;484;0;0;1;1;0;1;1;;;0;;1;1;0;;;;;;;;;;;;;;2;29;4;22/11/2023 19:08
400;355;0;1;1;1;1;1;1;;;0;;1;1;100;;;;;;;;;;;;;;1;39;4;22/11/2023 19:09
401;381;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;10;10;2;39;6;22/11/2023 19:11
402;559;0;1;0;0;1;0;0;1;1;0;;;;20;;;;;;;;;;;;;;2;44;3;22/11/2023 19:12
403;195;;;;;;;;;;;;;;;0;1;0;0;1;0;1;;;;;5;2;1;31;6;22/11/2023 19:12
404;370;;;;;;;;;;;;;;;0;0;1;1;1;0;0;;;;;2;10;1;39;6;22/11/2023 19:13
405;327;1;0;1;0;0;1;1;1;1;0;;;;20;;;;;;;;;;;;;;2;35;3;22/11/2023 19:15
406;443;1;0;1;1;0;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;63;4;22/11/2023 19:15
407;435;;;;;;;;;;;;;;;0;1;0;0;0;0;1;;;;;8;1;1;41;6;22/11/2023 19:15
408;605;;;;;;;;;;;;;;;0;1;1;1;1;0;1;5;5;5;5;;;2;52;5;22/11/2023 19:16
409;595;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;2;0;3;;;1;68;5;22/11/2023 19:17
410;566;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;6;0;10;;;1;27;5;22/11/2023 19:17
411;327;1;1;1;0;1;1;1;;;;0;0;0;0;;;;;;;;;;;;;;1;34;4;22/11/2023 19:18
412;1798;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;5;1;26;6;22/11/2023 19:19
413;615;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;0;10;2;22;6;22/11/2023 19:19
414;396;1;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;32;3;22/11/2023 19:26
415;463;1;1;1;1;1;1;1;1;1;0;;;;33;;;;;;;;;;;;;;2;26;3;22/11/2023 19:26
416;286;0;0;0;0;0;1;1;1;1;1;;;;0;;;;;;;;;;;;;;2;27;3;22/11/2023 19:28
417;443;1;1;1;1;0;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;37;4;22/11/2023 19:28
418;241;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;2;4;2;43;6;22/11/2023 19:31
419;553;0;0;1;1;1;1;1;1;1;1;;;;35;;;;;;;;;;;;;;2;40;3;22/11/2023 19:31
420;587;1;0;1;1;1;0;1;;;;0;1;0;50;;;;;;;;;;;;;;2;36;4;22/11/2023 19:33
421;476;1;1;1;1;1;1;1;1;1;1;;;;20;;;;;;;;;;;;;;1;35;3;22/11/2023 19:33
422;367;;;;;;;;;;;;;;;1;1;0;1;1;1;1;;;;;2;9;2;70;6;22/11/2023 19:34
423;340;1;1;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;32;4;22/11/2023 19:35
424;430;;;;;;;;;;;;;;;0;0;1;0;1;1;1;;;;;5;10;1;51;6;22/11/2023 19:37
425;356;0;0;0;0;1;1;1;1;1;1;;;;40;;;;;;;;;;;;;;2;45;3;22/11/2023 19:41
426;987;1;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;27;4;22/11/2023 19:42
427;443;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;10;2;36;6;22/11/2023 19:44
428;339;0;0;1;1;1;0;1;;;1;;1;1;32;;;;;;;;;;;;;;2;23;4;22/11/2023 19:45
429;528;1;1;1;1;0;1;1;1;0;;0;;;0;;;;;;;;;;;;;;1;42;3;22/11/2023 19:47
430;226;;;;;;;;;;;;;;;1;1;1;0;1;1;1;0;10;0;10;;;1;33;5;22/11/2023 19:48
431;418;1;0;1;1;1;0;1;1;0;;0;;;50;;;;;;;;;;;;;;2;60;3;22/11/2023 19:49
432;266;0;0;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;2;42;4;22/11/2023 19:50
433;473;1;0;1;1;1;0;1;;;0;;1;1;50;;;;;;;;;;;;;;2;22;4;22/11/2023 19:51
434;731;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;4;4;2;39;6;22/11/2023 19:52
435;671;;;;;;;;;;;;;;;1;1;1;0;1;1;1;2;10;0;10;;;1;49;5;22/11/2023 19:53
436;615;;;;;;;;;;;;;;;1;0;1;1;0;0;1;2;10;0;6;;;1;26;5;22/11/2023 19:54
437;608;;;;;;;;;;;;;;;1;1;1;0;1;0;1;5;5;5;5;;;2;58;5;22/11/2023 19:55
438;1449;1;0;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;43;4;22/11/2023 19:55
439;196;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;5;5;2;34;6;22/11/2023 19:55
440;277;;;;;;;;;;;;;;;0;0;1;1;1;1;1;10;10;5;10;;;2;49;5;22/11/2023 19:55
441;357;;;;;;;;;;;;;;;1;1;1;1;0;1;0;2;2;2;2;;;2;40;5;22/11/2023 19:55
442;1398;;;;;;;;;;;;;;;0;0;0;0;1;1;0;;;;;2;2;2;28;6;22/11/2023 19:55
443;413;;;;;;;;;;;;;;;1;1;1;1;0;1;0;10;0;10;0;;;2;33;5;22/11/2023 19:56
444;330;;;;;;;;;;;;;;;0;1;1;1;1;0;1;3;6;2;5;;;2;43;5;22/11/2023 19:57
445;408;1;0;1;0;1;0;0;;;1;;1;1;50;;;;;;;;;;;;;;2;50;4;22/11/2023 20:01
446;393;1;1;1;1;0;1;1;;;0;;1;1;40;;;;;;;;;;;;;;2;39;4;22/11/2023 20:02
447;422;;;;;;;;;;;;;;;1;1;1;0;1;0;1;1;4;4;4;;;2;55;5;22/11/2023 20:03
448;640;1;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;1;44;3;22/11/2023 20:03
449;492;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;23;4;22/11/2023 20:05
450;870;1;1;1;0;1;1;0;;;1;;1;1;50;;;;;;;;;;;;;;2;62;4;22/11/2023 20:05
451;544;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;0;5;2;47;6;22/11/2023 20:06
452;363;0;0;0;1;1;0;1;1;1;1;;;;80;;;;;;;;;;;;;;1;42;3;22/11/2023 20:07
453;291;0;1;1;0;0;1;1;;;;1;1;0;52;;;;;;;;;;;;;;2;24;4;22/11/2023 20:08
454;356;;;;;;;;;;;;;;;1;0;1;1;0;1;1;4;0;0;2;;;1;30;5;22/11/2023 20:08
455;319;;;;;;;;;;;;;;;0;1;1;1;1;0;1;2;6;2;7;;;2;44;5;22/11/2023 20:09
456;380;;;;;;;;;;;;;;;1;1;1;1;1;1;1;6;0;0;0;;;1;43;5;22/11/2023 20:10
457;268;;;;;;;;;;;;;;;1;1;1;0;1;0;1;10;10;10;10;;;1;38;5;22/11/2023 20:10
