ID;Duration;Timer1_First Click;Timer1_Last Click;Timer1_Page Submit;Timer1_Click Count;G1comp1;G1comp2;G1comp3;G1comp4;Timer2_First Click;Timer2_Last Click;Timer2_Page Submit;Timer2_Click Count;G2comp1;G2comp2;G2comp3;Timer3obs_First Click;Timer3obs_Last Click;Timer3obs_Page Submit;Timer3obs_Click Count;A2comp4OB;punTimer_First Click;punTimer_Last Click;decisionT;punTimer_Click Count;punishing;Timer3hid_First Click;Timer3hid_Last Click;Timer3hid_Page Submit;Timer3hid_Click Count;A2comp4HID;return;gender;age;Condition;RecordedDate
132;623;80.38;202.702;214.575;4;1;0;1;1;137.593;156.308;167.617;3;1;1;1;;;;;;3.318;7.042;9.856;2;1;31.79;31.79;38.332;1;1;50;1;29;2;16/11/2023 15:15
133;620;66.204;125.257;127.104;16;1;0;1;1;108.441;156.757;159.703;12;1;1;1;;;;;;34.155;34.371;35.503;2;1;54.518;54.73;56.707;2;1;30;2;22;2;16/11/2023 15:17
134;618;1.861;143.43;144.086;30;1;1;1;1;2.098;95.511;96.274;23;0;1;1;;;;;;2.867;30.658;46.791;4;0;3.075;50.675;51.647;10;1;30;2;32;2;16/11/2023 15:17
135;617;68.074;153.692;155.515;4;1;1;1;1;55.289;83.467;84.944;3;1;1;1;;;;;;37.614;37.614;38.625;1;1;128.3;128.3;134.793;1;1;45;1;21;2;16/11/2023 15:17
136;617;142.727;210.321;211.572;4;1;1;1;1;45.448;78.532;79.66;4;1;1;1;;;;;;5.971;5.971;8.444;1;1;48.9;48.9;51.621;1;1;50;2;58;2;16/11/2023 15:18
137;617;5.564;176.302;177.788;33;1;0;0;1;16.359;164.401;165.698;12;1;1;1;;;;;;7.902;7.902;9.301;1;0;17.111;103.218;104.019;10;1;50;2;35;2;16/11/2023 15:19
138;616;4.669;155.055;156.715;37;1;1;1;1;10.288;189.293;190.716;49;1;1;1;;;;;;2.152;6.994;9.015;3;0;31.869;59.661;60.445;9;1;50;2;57;2;16/11/2023 15:21
139;615;9.478;238.839;239.723;36;1;1;1;1;8.594;117.247;118.246;20;1;1;1;9.183;53.901;54.906;9;1;6.693;9.327;10.321;2;0;;;;;;25;2;40;1;16/11/2023 15:22
140;614;0.976;228.669;229.257;73;0;0;0;0;4.507;154.926;155.608;30;0;0;1;;;;;;1.343;8.658;9.367;3;0;2.019;58.752;59.282;9;0;50;1;61;2;16/11/2023 15:22
141;611;14.126;297.645;298.453;41;1;1;1;1;8.576;93.673;94.427;18;0;1;1;12.57;73.519;74.885;9;1;7.046;7.046;7.99;1;0;;;;;;0;2;43;1;16/11/2023 15:22
142;609;4.061;93.811;94.399;26;1;1;1;1;1.51;117.638;118.377;32;0;1;1;;;;;;20.4;24.733;25.272;2;1;6.982;114.132;114.88;10;1;20;2;35;2;16/11/2023 15:23
143;609;13.713;139.305;140.923;9;1;1;1;0;52.891;68.98;70.523;3;0;1;1;27.7;32.033;35.418;4;1;14.598;14.598;15.548;1;0;;;;;;65;1;53;1;16/11/2023 15:24
144;605;2.174;227.431;230.796;28;1;1;1;1;8.072;83.115;83.883;13;1;1;1;45.096;45.096;46.67;1;1;20.529;20.529;21.726;1;0;;;;;;50;2;24;1;16/11/2023 15:25
145;604;7.218;192.296;194.109;22;0;0;1;1;16.292;120.998;121.543;19;1;1;1;;;;;;13.406;28.277;30.064;2;1;2.964;59.966;60.694;8;1;50;2;35;2;16/11/2023 15:27
146;603;15.285;198.23;200.666;23;1;1;1;1;10.775;144.167;146.031;12;1;0;1;;;;;;6.589;7.589;8.756;2;0;13.839;34.857;36.423;5;1;50;2;38;2;16/11/2023 15:27
147;601;134.991;188.515;190.838;4;1;1;1;1;114.26;150.135;151.2;3;1;1;1;49.836;49.836;51.627;1;1;6.008;6.008;7.032;1;1;;;;;;50;1;38;1;16/11/2023 15:27
148;600;2.661;141.737;142.999;30;0;0;1;1;4.633;180.108;181.14;38;1;0;1;;;;;;6.518;7.582;8.689;2;1;5.159;40.709;41.671;11;0;50;2;58;2;16/11/2023 15:28
149;599;17.592;199.199;200.366;23;1;1;1;1;43.137;98.483;99.551;20;0;1;1;17.695;46.415;50.984;5;0;30.501;30.501;31.401;1;0;;;;;;100;2;36;1;16/11/2023 15:29
150;599;100.902;216.715;219.415;5;1;1;1;1;97.373;108.445;110.852;3;0;1;1;50.499;50.499;54.033;1;1;8.539;8.539;9.901;1;1;;;;;;50;2;61;1;16/11/2023 15:29
151;598;14.111;256.627;257.526;48;1;1;1;1;6.028;65.9;66.74;11;1;1;1;;;;;;4.101;4.101;5.201;1;0;6.782;84.952;87.68;11;1;0;1;51;2;16/11/2023 15:29
152;597;101.928;142.195;144.26;5;1;1;1;1;99.466;118.956;120.992;3;1;1;1;40.916;40.916;42.96;1;1;5.386;5.386;6.813;1;1;;;;;;50;2;52;1;16/11/2023 15:30
153;596;108.222;190.421;191.301;4;0;1;1;1;128.844;152.084;153.173;4;0;0;1;55.535;67.952;68.646;3;1;7.089;7.969;8.491;2;0;;;;;;50;1;44;1;16/11/2023 15:31
154;595;108.398;214.454;215.945;5;1;1;1;1;65.782;142.115;143.233;4;1;1;1;33.987;37.077;44.591;3;1;4.7;4.7;5.846;1;1;;;;;;50;2;35;1;16/11/2023 15:32
155;595;80.455;196.528;198.739;4;1;1;1;1;92.818;168.515;169.583;4;1;1;1;;;;;;14.431;14.431;15.554;1;0;47.652;47.652;49.34;1;1;30;2;72;2;16/11/2023 15:32
156;595;192.17;237.169;239.998;4;1;0;1;1;53.314;99.979;102.222;3;0;0;1;;;;;;6.648;6.648;13.647;1;0;51.835;51.835;53.386;1;1;50;1;65;2;16/11/2023 15:32
157;594;2.866;148.553;149.967;29;0;1;0;1;9.283;125.396;126.154;11;1;1;1;;;;;;6.374;6.374;6.801;1;0;8.871;40.979;41.833;6;1;0;1;46;2;16/11/2023 15:32
158;590;8.462;260.381;261.156;37;0;1;1;1;2.423;84.237;84.931;19;1;1;1;;;;;;10.001;10.001;10.755;1;1;13.845;75.647;76.516;10;1;40;2;38;2;16/11/2023 15:33
159;589;5.363;122.739;123.389;25;1;1;1;1;6.901;55.161;55.701;23;1;1;1;11.882;54.379;55.137;7;1;3.736;3.736;4.885;1;1;;;;;;0;1;21;1;16/11/2023 15:33
160;589;15.052;152.468;153.921;14;1;1;1;1;32.417;181.243;182.428;9;1;0;1;;;;;;1.791;1.791;2.955;1;1;33.95;41.636;44.549;2;1;50;2;63;2;16/11/2023 15:33
161;588;73.422;135.82;137.408;4;0;0;1;1;184.164;275.365;286.535;5;1;0;1;39.012;43.279;44.917;3;1;12.483;12.483;13.356;1;0;;;;;;0;2;23;1;16/11/2023 15:33
162;587;18.339;252.236;254.381;35;0;1;1;1;38.765;74.616;76.069;12;1;1;1;;;;;;1.44;1.44;3.066;1;1;28.262;28.262;67.72;1;1;50;1;54;2;16/11/2023 15:34
163;585;3.666;256.957;258.354;42;1;1;1;1;8.676;103.67;105.212;12;1;1;1;27.128;49.053;49.627;6;1;1.885;1.885;3.387;1;0;;;;;;62;2;35;1;16/11/2023 15:35
164;585;2.096;165.819;167.231;32;1;1;1;1;7.992;177.952;178.609;27;1;1;1;;;;;;10.402;10.402;11.5;1;0;7.206;29.322;30.872;5;1;51;2;55;2;16/11/2023 15:35
165;585;7.227;164.295;165.263;20;1;1;1;1;8.859;81.214;82.262;10;1;1;1;;;;;;3.705;3.928;5.059;2;0;6.159;58.5;61.371;5;1;50;2;25;2;16/11/2023 15:36
166;584;82.933;165.553;166.305;4;1;1;1;1;85.747;161.303;162.352;6;0;1;1;;;;;;21.545;21.545;22.375;1;0;48.215;48.215;49.143;1;1;50;2;29;2;16/11/2023 15:36
167;583;76.131;142.699;145.982;6;0;1;1;1;134.554;241.216;242.942;4;0;1;1;4.559;41.5;44.058;3;1;11.577;12.281;13.101;2;0;;;;;;41;2;36;1;16/11/2023 15:37
168;583;7.594;98.446;99.171;24;1;0;1;1;2.341;14.009;14.6;8;1;1;0;;;;;;28.595;31.869;31.933;2;1;53.838;97.347;97.423;3;0;50;1;35;2;16/11/2023 15:38
169;582;137.209;392.337;393.508;4;0;0;1;1;26.902;55.935;57.804;3;0;0;1;;;;;;2.761;2.761;4.199;1;1;19.132;19.132;20.534;1;0;9;2;63;2;16/11/2023 15:39
170;581;17.29;151.63;152.491;19;0;1;1;1;24.961;130.551;131.423;12;0;1;1;;;;;;12.697;12.697;13.803;1;0;29.353;58.641;61.151;7;1;50;2;39;2;16/11/2023 15:40
171;580;12.428;113.73;114.683;19;1;1;1;1;13.408;182.011;182.892;10;0;1;1;;;;;;5.06;5.06;5.905;1;0;10.345;43.354;44.218;3;1;50;2;53;2;16/11/2023 15:41
172;579;69.797;120.4;121.251;4;1;1;0;1;68.449;106.708;108.001;3;1;1;1;;;;;;4.95;4.95;6.455;1;0;37.362;37.362;42.03;1;1;60;1;31;2;16/11/2023 15:42
173;578;52.162;179.182;180.264;5;0;1;1;1;140.762;166.134;181.095;5;1;1;1;53.688;53.688;54.535;1;1;6.26;6.26;9.866;1;0;;;;;;50;1;37;1;16/11/2023 15:42
174;577;2.3;102.712;103.671;21;0;1;1;1;5.18;60.818;63.81;18;0;1;1;;;;;;4.758;4.758;8.65;1;0;5.836;62.682;64.02;9;1;50;2;40;2;16/11/2023 15:42
175;577;76.142;108.094;110.016;4;0;1;1;1;72.536;167.171;170.579;3;1;1;1;;;;;;11.494;11.494;12.713;1;1;47.918;47.918;50.155;1;1;80;1;65;2;16/11/2023 15:44
176;576;2.754;210.474;213.301;58;1;1;1;1;8.714;106.484;108.092;27;1;1;1;;;;;;9.447;9.447;11.004;1;0;20.118;48.731;50.098;6;1;50;2;49;2;16/11/2023 15:45
177;576;57.764;100.331;101.43;10;0;1;1;1;46.643;62.527;63.109;6;1;1;1;;;;;;7.794;7.794;9.434;1;0;277.142;278.014;279.738;2;1;50;2;26;2;16/11/2023 15:46
178;575;18.411;237.82;239.418;13;1;1;1;1;19.405;114.249;115.001;9;1;1;1;46.857;63.576;64.34;5;1;6.177;6.177;7.578;1;0;;;;;;50;1;38;1;16/11/2023 15:46
179;573;86.528;122.478;123.573;5;0;0;1;1;94.62;116.201;116.926;4;0;1;1;114.717;114.717;115.911;1;0;6.307;6.307;6.793;1;0;;;;;;10;1;19;1;16/11/2023 15:46
180;571;131.903;220.534;222.001;6;1;1;1;1;77.971;107.691;108.875;3;1;1;1;;;;;;9.581;9.581;11;1;0;41.872;41.872;47.201;1;1;50;1;55;2;16/11/2023 15:47
181;570;84.81;171.623;173.335;7;0;0;1;1;59.44;78.954;80.415;3;1;1;0;;;;;;4.001;4.001;6.821;1;1;53.411;53.411;55.076;1;0;50;2;36;2;16/11/2023 15:47
182;570;9.125;129.382;130.5;20;0;1;1;1;2.175;127.862;128.678;20;1;1;1;7.335;93.903;94.86;11;1;6.312;6.312;7.101;1;1;;;;;;50;1;42;1;16/11/2023 15:49
183;569;61.417;214.258;216.728;5;0;0;1;1;53.791;88.456;90.085;4;1;0;1;;;;;;9.016;9.016;10.449;1;0;39.083;39.083;40.416;1;1;50;2;66;2;16/11/2023 15:50
184;568;35.185;268.448;273.301;13;1;0;0;1;15.37;143.701;144.526;14;0;1;1;6.651;6.651;9.149;1;0;1.601;7.936;9.636;2;0;;;;;;51;1;31;1;16/11/2023 15:51
185;568;16.896;187.152;189.964;17;1;0;1;1;11.97;79.899;80.465;12;0;1;1;;;;;;10.096;10.096;13.209;1;1;17.539;44.131;45.543;3;1;30;2;65;2;16/11/2023 15:53
186;566;2.41;165.321;166.199;25;1;1;1;1;1.453;108.33;109.14;23;1;1;1;;;;;;2.684;2.684;3.518;1;0;2.205;57.673;58.865;9;1;50;2;46;2;16/11/2023 15:54
187;565;61.354;152.666;153.688;4;0;1;1;1;47.617;65.721;78.814;4;1;0;1;;;;;;7.115;7.115;8.249;1;0;35.721;35.721;43.052;1;1;50;1;52;2;16/11/2023 15:54
188;565;10.54;204.293;205.732;24;1;1;1;1;2.127;65.941;67.586;18;1;0;1;;;;;;13.919;13.919;14.844;1;0;4.798;36.057;37.674;5;1;50;1;50;2;16/11/2023 15:55
189;565;16.813;108.71;112.613;41;0;1;1;1;4.598;123.286;124.714;26;1;0;1;;;;;;4.905;4.905;6.546;1;0;9.703;39.378;42.279;11;1;52;2;40;2;16/11/2023 15:56
190;564;1.604;138.5;139.177;30;1;0;1;1;5.144;227.696;230.159;49;1;1;1;;;;;;4.356;4.356;6.017;1;1;6.63;59.641;60.7;15;0;50;2;30;2;16/11/2023 15:57
191;564;9.609;219.667;220.885;27;0;1;1;0;34.285;110.167;111.562;22;0;1;1;13.259;57.359;58.787;7;1;6.535;6.535;8.672;1;1;;;;;;50;2;56;1;16/11/2023 15:58
192;564;10.956;146.88;149.368;18;1;1;0;1;12.429;69.395;71.467;9;1;1;1;4.635;63.849;64.648;6;1;11.419;11.419;12.223;1;1;;;;;;34;1;42;1;16/11/2023 15:59
193;562;10.336;177.579;178.745;21;1;1;1;1;10.967;146.658;147.495;18;1;1;1;;;;;;9.583;10.967;11.648;2;1;19.478;36.295;37.345;7;1;49;1;51;2;16/11/2023 16:02
194;562;4.953;98.569;99.214;14;1;0;1;1;6.547;106.808;107.371;12;1;1;1;84.652;115.445;116.51;6;1;8.505;8.505;9.589;1;0;;;;;;50;2;37;1;16/11/2023 16:02
195;561;5.567;169.847;172.029;38;0;0;1;1;3.178;85.532;86.306;11;1;0;1;;;;;;30.115;30.115;30.871;1;0;9.342;23.851;25.653;5;1;50;1;58;2;16/11/2023 16:06
196;561;7.311;118.058;119;22;1;1;1;1;27.836;186.928;188.691;28;1;1;1;19.212;43.083;43.881;4;1;7.048;7.048;7.701;1;1;;;;;;50;1;43;1;16/11/2023 16:07
197;560;1.12;188.641;191.098;90;1;1;1;1;1.03;116.853;117.376;50;1;0;1;5.615;58.4;58.899;35;1;8.439;8.439;9.188;1;0;;;;;;50;2;30;1;16/11/2023 16:07
198;559;58.633;122.655;123.455;15;0;0;0;1;51.158;120.95;121.922;10;0;1;1;42.743;43.517;44.254;2;1;11.857;11.857;13.78;1;0;;;;;;0;2;36;1;16/11/2023 16:07
199;558;2.244;175.975;176.853;39;0;1;1;0;5.378;97.682;98.707;36;0;0;1;79.716;128.938;129.824;14;0;11.374;12.131;12.151;2;1;;;;;;70;1;50;1;16/11/2023 16:07
200;558;96.916;143.15;185.088;4;1;1;0;1;57.537;79.377;80.842;3;1;1;1;;;;;;11.388;11.388;14.572;1;1;35.421;35.421;37.503;1;1;50;2;39;2;16/11/2023 16:08
201;556;119.76;186.919;188.265;4;0;1;1;1;79.921;109.121;110.078;3;1;1;0;54.797;54.797;55.783;1;1;21.823;21.823;29.746;1;0;;;;;;100;1;39;1;16/11/2023 16:08
202;556;13.854;178.576;179.382;21;1;1;0;1;42.71;98.151;99.802;12;1;1;0;18.035;59.399;60.19;17;1;8.589;10.19;11.047;2;1;;;;;;50;1;56;1;16/11/2023 16:08
203;553;2.728;78.468;78.493;23;0;0;1;1;3.118;158.218;159.591;18;1;0;1;6.828;63.013;67.6;4;0;6.067;6.067;6.885;1;1;;;;;;50;2;22;1;16/11/2023 16:11
204;551;10.078;142.862;144.355;15;1;0;1;1;15.257;106.186;107.644;10;1;0;1;;;;;;108.955;108.955;109.812;1;0;20.558;35.062;36.17;3;1;50;2;38;2;16/11/2023 16:12
205;550;186.534;246.999;248.722;4;0;1;1;1;50.701;76.1;77.64;3;1;0;1;31.489;31.489;32.996;1;1;7.877;7.877;9.533;1;1;;;;;;50;2;55;1;16/11/2023 16:13
206;549;17.294;143.071;144.662;28;1;1;1;1;4.134;89.708;90.407;19;1;1;1;3.098;96.059;96.562;19;1;6.839;7.456;8.037;2;0;;;;;;50;2;47;1;16/11/2023 16:14
207;549;1.729;186.544;187.649;22;0;1;1;1;1.732;125.343;126.101;11;1;1;1;;;;;;8.198;8.198;9.118;1;1;20.915;43.925;47.63;4;1;50;2;33;2;16/11/2023 16:14
208;548;74.8;188.925;189.886;4;1;1;1;1;70.84;101.584;102.94;3;1;1;1;;;;;;6.026;6.026;7.114;1;0;35.335;35.335;37.359;1;1;50;2;46;2;16/11/2023 16:14
209;547;2.313;70.082;70.408;21;1;1;1;1;3.133;76.041;77.037;11;1;1;1;;;;;;5.011;5.431;5.453;2;0;46.746;63.733;64.411;5;1;10;2;31;2;16/11/2023 16:15
210;546;88.444;134.243;135.119;4;1;1;1;1;61.062;88.984;90.201;5;1;1;1;;;;;;1.879;1.879;3.739;1;0;50.399;50.399;53.841;1;1;50;2;27;2;16/11/2023 16:16
211;546;2.609;182.955;184.341;12;0;0;1;1;8.553;89.784;90.975;8;0;1;1;24.714;28.64;29.99;2;0;13.864;13.864;15.251;1;0;;;;;;50;2;62;1;16/11/2023 16:17
212;544;46.174;84.442;85.137;6;0;1;1;1;97.606;163.679;164.239;4;1;1;1;65.79;211.308;212.048;4;1;3.962;3.962;5.091;1;1;;;;;;50;1;31;1;16/11/2023 16:17
213;544;2.527;186.766;187.632;68;0;1;1;1;2.276;92.122;93.049;45;1;1;1;;;;;;1.991;29.717;36.997;9;0;1.98;34.141;35.313;20;1;50;2;23;2;16/11/2023 16:17
214;543;16.497;223.451;224.152;14;0;0;1;1;15.155;112.227;113.309;19;1;0;1;34.008;46.873;47.833;4;1;12.296;12.296;13.159;1;1;;;;;;20;2;31;1;16/11/2023 16:18
215;543;6.539;150.678;150.707;35;0;1;0;1;7.4;189.686;190.6;49;0;1;1;;;;;;18.693;18.693;19.575;1;1;5.09;41.724;43.501;15;1;30;2;34;2;16/11/2023 16:18
216;542;102.777;150.938;155.29;4;0;0;1;0;89.77;108.317;109.513;3;1;1;0;38.996;38.996;40.574;1;1;26.194;26.194;28.701;1;1;;;;;;50;2;57;1;16/11/2023 16:18
217;542;174.443;210.578;211.667;4;1;1;1;1;50.736;80.369;81.175;3;0;1;1;;;;;;4.342;4.342;5.138;1;1;52.823;52.823;78.575;1;1;50;1;33;2;16/11/2023 16:20
218;542;3.039;197.201;198.844;36;0;1;1;1;10.972;112.957;113.501;25;1;0;1;;;;;;14.02;14.02;16.699;1;1;6.524;40.478;44.321;4;1;60;1;44;2;16/11/2023 16:20
219;542;5.014;75.063;76.304;17;0;1;1;1;222.636;258.298;259.374;14;1;1;1;;;;;;2.282;12.075;13.571;6;1;4.747;19.16;21.65;9;1;50;2;19;2;16/11/2023 16:20
220;541;7.677;180.314;180.994;46;1;1;1;1;11.926;103.342;104.154;13;1;1;1;15.702;47.675;48.742;10;1;7.825;7.825;9.157;1;0;;;;;;15;2;35;1;16/11/2023 16:22
221;540;99.592;153.954;155.575;5;0;1;1;1;93.256;113.999;115.455;3;1;1;1;36.907;36.907;38.398;1;1;7.369;7.369;9.417;1;1;;;;;;50;1;34;1;16/11/2023 16:22
222;540;276.722;308.098;309.613;4;0;0;1;1;66.843;89.476;90.653;3;1;1;1;45.4;48.704;49.832;4;1;3.105;3.105;4.237;1;1;;;;;;30;2;40;1;16/11/2023 16:22
223;539;132.369;219.373;220.044;5;0;1;1;1;31.881;101.132;101.88;4;1;1;1;;;;;;7.805;7.805;8.52;1;0;24.598;24.598;26.908;1;1;50;1;42;2;16/11/2023 16:23
224;539;16.014;176.523;177.473;11;1;1;1;1;5.917;120.692;122.137;10;1;1;1;37.91;40.755;41.963;3;1;4.678;19.394;20.915;2;0;;;;;;10;2;69;1;16/11/2023 16:23
225;537;3.161;164.064;164.729;36;1;1;1;1;5.64;104.607;105.356;28;1;1;1;1.973;37.536;38.458;5;1;1.474;3.524;4.581;2;1;;;;;;0;1;73;1;16/11/2023 16:24
226;536;38.014;93.394;94.004;7;1;1;0;1;39.401;50.963;52.186;4;0;1;1;;;;;;24.457;24.457;25.408;1;0;47.83;47.83;50.918;1;1;50;2;24;2;16/11/2023 16:24
227;536;4.723;149.216;149.246;33;1;1;1;1;1.079;81.203;81.909;23;1;1;1;5.983;37.778;37.801;6;1;9.872;9.872;10.321;1;1;;;;;;30;2;32;1;16/11/2023 16:24
228;536;6.341;110.699;111.213;33;0;0;1;1;2.275;136.53;137.271;10;1;0;1;6.018;27.327;28.057;6;1;8.688;8.688;9.494;1;0;;;;;;50;1;30;1;16/11/2023 16:25
229;536;11.853;119.719;120.296;18;1;1;1;1;2.591;141.767;143.16;26;1;0;1;3.826;78.951;80.678;11;1;18.06;18.06;18.826;1;1;;;;;;30;2;56;1;16/11/2023 16:25
230;535;134.131;155.782;156.648;5;0;1;1;1;28.599;69.327;70.029;3;1;1;1;21.765;21.765;22.901;1;1;5.815;5.815;7.36;1;0;;;;;;10;1;25;1;16/11/2023 16:26
231;533;14.511;163.318;164.365;41;0;1;1;1;7.61;92.815;93.493;36;0;1;1;;;;;;5.673;5.673;7.218;1;1;8.343;53.25;53.99;16;0;50;2;54;2;16/11/2023 16:27
232;533;87.82;126.317;128.41;4;1;1;0;1;64.576;96.827;99.115;3;0;1;0;;;;;;9.74;9.74;11.029;1;0;47.819;47.819;51.628;1;0;100;1;24;2;16/11/2023 16:27
233;533;5.551;140.005;141.242;29;0;0;1;1;7.894;158.968;160.126;24;1;1;1;25.906;61.136;62.056;6;1;2.302;2.302;4.938;1;1;;;;;;50;1;30;1;16/11/2023 16:27
234;532;46.87;186.998;188.282;12;1;0;1;1;38.715;115.743;117.366;7;1;0;1;;;;;;9.992;9.992;12.164;1;1;40.707;48.944;50.456;3;1;80;2;54;2;16/11/2023 16:29
235;531;5.007;164.297;165.5;14;1;1;1;1;5.351;75.998;77.086;11;0;1;1;;;;;;5.99;5.99;7.316;1;0;18.057;39.181;42.916;3;1;50;2;33;2;16/11/2023 16:29
236;529;7.411;113.22;115.153;24;1;1;1;1;17.395;91.783;92.492;19;1;1;1;;;;;;9.842;9.842;10.667;1;1;15.45;28.436;29.06;6;1;40;2;25;2;16/11/2023 16:30
237;529;2.418;206.103;206.728;55;1;1;1;1;2.187;120.877;121.469;40;1;1;1;5.163;37.462;38.178;8;1;5.924;5.924;6.567;1;0;;;;;;50;2;29;1;16/11/2023 16:31
238;529;6.039;130.454;130.958;34;0;0;1;1;5.64;68.598;68.991;20;1;1;1;15.529;154.951;155.677;16;1;2.841;2.841;4.101;1;0;;;;;;0;2;26;1;16/11/2023 16:31
239;527;2.097;211.296;212.402;65;1;0;1;1;12.241;81.971;82.497;27;1;0;1;15.553;72.659;73.384;8;1;7.409;7.409;8.092;1;0;;;;;;1;2;54;1;16/11/2023 16:32
240;526;55.675;196.107;196.965;4;1;1;1;1;60.829;90.803;98.917;3;1;1;1;;;;;;6.536;6.536;8.123;1;0;52.172;52.172;56.984;1;1;50;1;38;2;16/11/2023 16:34
241;524;87.241;224.935;226.269;6;0;1;1;1;65.405;79.74;80.487;3;1;1;1;;;;;;3.326;3.326;4.657;1;1;45.032;45.032;47.481;1;1;50;1;55;2;16/11/2023 16:35
242;521;21.73;137.778;140.738;5;1;1;1;1;104.51;125.578;127.224;4;1;1;1;;;;;;4.841;5.72;7.145;2;0;20.912;20.912;23.897;1;1;50;1;25;2;16/11/2023 16:35
243;520;1.045;237.029;238.162;45;1;0;1;1;40.542;85.071;85.794;12;1;1;1;3.994;34.286;35.079;9;1;7.572;7.572;8.424;1;1;;;;;;50;1;55;1;16/11/2023 16:35
244;520;116.635;175.727;176.948;7;0;1;1;1;90.052;157.923;158.9;5;1;0;1;24.296;29.62;30.675;2;1;10.467;10.467;11.935;1;0;;;;;;50;2;37;1;16/11/2023 16:36
245;519;43.406;157.204;157.876;13;1;1;1;1;3.403;143.145;144.001;7;1;1;1;;;;;;5.497;5.497;6.581;1;1;40.361;45.065;48.692;5;1;50;2;47;2;16/11/2023 16:37
246;519;43.455;181.617;183.161;5;1;1;1;1;41.74;146.262;147.502;8;1;0;1;;;;;;7.334;7.334;8.655;1;0;54.849;54.849;58.605;1;1;50;2;52;2;16/11/2023 16:37
247;518;78.919;182.791;184.639;6;0;1;1;1;45.88;72.328;73.265;3;1;0;1;;;;;;10.18;10.18;11.799;1;1;29.893;29.893;33.229;1;1;50;1;67;2;16/11/2023 16:37
248;518;8.373;190.101;191.779;48;0;1;1;1;12.836;95.116;96.814;19;1;1;1;14.43;42.328;43.807;8;1;21.101;21.101;22.237;1;1;;;;;;50;2;32;1;16/11/2023 16:40
249;517;36.205;195.57;196.4;18;1;1;1;1;40.296;84.684;85.481;8;1;1;1;;;;;;10.435;10.435;11.225;1;0;59.321;59.321;60.1;1;1;50;1;55;2;16/11/2023 16:41
250;516;6.177;130.689;131.478;19;0;1;0;1;7.91;98.819;100.875;15;1;1;1;13.306;79.309;80.164;14;1;10.339;10.339;11.144;1;0;;;;;;30;2;20;1;16/11/2023 16:41
251;515;1.844;137.912;138.701;22;0;1;1;1;4.426;119.031;121.087;29;1;0;1;;;;;;28.762;35.079;48.861;2;0;6.299;45.189;48.431;6;1;40;2;27;2;16/11/2023 16:42
252;513;1.272;144.197;145.385;8;1;0;1;1;1.306;84.867;85.925;6;1;1;1;;;;;;1.131;12.48;14.08;2;0;1.292;43.206;45.992;3;1;30;2;64;2;16/11/2023 16:42
253;513;1.336;208.769;209.74;61;1;1;1;1;1.319;130.627;131.301;51;1;1;1;;;;;;7.921;7.921;9.186;1;0;1.242;35.781;36.6;14;1;50;2;40;2;16/11/2023 16:43
254;512;1.062;168.915;169.96;14;1;1;1;1;1.539;101.32;102.446;10;1;1;1;1.247;57.347;59.746;3;1;8.473;8.473;9.912;1;1;;;;;;50;1;31;1;16/11/2023 16:43
255;511;3.108;179.054;180.146;26;1;1;0;1;4.271;74.309;75.276;13;1;1;1;;;;;;8.242;8.242;9.068;1;1;6.285;59.855;61.19;10;1;50;1;68;2;16/11/2023 16:45
256;509;146.394;189.076;190.767;9;1;1;1;1;63.3;81.453;82.388;6;1;0;1;;;;;;18.063;18.063;19.425;1;0;32.399;35.706;36.751;2;1;50;2;57;2;16/11/2023 16:45
257;509;11.141;204.356;205.518;24;0;1;1;1;10.63;83.815;84.593;11;1;1;1;21.833;36.449;37.408;3;1;5.34;5.34;6.401;1;1;;;;;;0;1;33;1;16/11/2023 16:45
258;507;19.934;190.23;197.093;120;1;0;1;1;18.094;107.851;112.446;85;1;0;1;2.221;26.89;33.097;48;1;4.135;17.217;20.911;2;0;;;;;;50;2;27;1;16/11/2023 16:46
259;507;51.926;141.265;142.177;5;1;1;1;1;83.573;107.265;108.201;3;0;0;0;;;;;;8.578;8.578;9.794;1;1;45.459;45.459;46.71;1;1;51;1;60;2;16/11/2023 16:47
260;506;2.732;106.761;108.389;24;1;1;1;1;2.524;57.822;60.554;17;0;1;1;;;;;;10.175;10.175;14.068;1;1;6.412;117.234;119.485;15;1;40;2;24;2;16/11/2023 16:49
261;505;74.403;167.193;168.89;8;1;1;1;1;64.096;107.025;108.979;7;1;1;1;40.47;43.926;45.483;3;1;6.463;9.043;11.093;2;1;;;;;;49;1;51;1;16/11/2023 16:49
262;505;77.674;113.963;115.587;4;0;1;1;1;206.461;220.092;224.43;3;1;1;1;24.452;24.452;26.36;1;1;18.405;18.405;19.659;1;1;;;;;;50;2;38;1;16/11/2023 16:49
263;503;8.966;133.348;134.083;30;0;0;1;1;13.01;97.797;98.421;20;1;0;1;;;;;;4.149;4.149;5.69;1;0;20.323;67.081;69.087;9;1;50;2;30;2;16/11/2023 16:50
264;503;20.358;148.356;149.401;21;0;0;1;1;12.77;111.027;112.284;12;1;1;1;25.563;41.041;41.691;6;1;8.132;8.132;9.201;1;0;;;;;;50;2;25;1;16/11/2023 16:50
265;503;18.328;147.063;147.651;18;0;0;1;1;2.786;47.567;48.551;10;1;0;1;8.864;14.337;15;4;1;11.804;11.804;12.54;1;1;;;;;;50;2;42;1;16/11/2023 16:51
