ID;Duration;Timer1_First Click;Timer1_Last Click;Timer1_Page Submit;Timer1_Click Count;G1comp1;G1comp2;G1comp3;G1comp4;Timer2_First Click;Timer2_Last Click;Timer2_Page Submit;Timer2_Click Count;G2comp1;G2comp2;G2comp3;Timer3obs_First Click;Timer3obs_Last Click;Timer3obs_Page Submit;Timer3obs_Click Count;A2comp4OB;punTimer_First Click;punTimer_Last Click;decisionT;punTimer_Click Count;punishing;Timer3hid_First Click;Timer3hid_Last Click;Timer3hid_Page Submit;Timer3hid_Click Count;A2comp4HID;return;gender;age;Condition;RecordedDate
663;369;76.183;115.264;119.759;5;1;0;1;0;37.18;59.481;60.464;3;1;1;1;37.087;37.087;38.427;1;0;8.088;8.088;9.347;1;1;;;;;;51;2;70;1;16/11/2023 23:12
664;369;1.169;141.995;142.671;32;0;1;1;1;1.367;63.887;64.519;17;1;1;1;5.066;28.047;29.355;5;1;1.117;2.586;3.124;2;0;;;;;;50;2;26;1;16/11/2023 23:14
665;369;2.173;104.733;105.561;23;0;1;1;1;2.946;78.901;81.681;15;1;1;1;;;;;;2.41;10.001;10.824;2;0;3.511;38.366;39.865;10;1;50;2;36;2;16/11/2023 23:17
666;368;52.857;121.556;123.593;4;0;0;1;1;55.737;75.491;76.878;4;1;1;1;31.009;31.009;33.006;1;1;8.736;8.736;10.45;1;1;;;;;;50;2;43;1;16/11/2023 23:19
667;368;3;88.716;89.581;27;1;1;1;1;8.723;85.8;87.842;34;0;1;1;;;;;;4.832;4.832;6.101;1;0;1.164;80.175;81.187;14;1;50;2;39;2;16/11/2023 23:19
668;368;3.014;158.731;159.545;41;1;0;1;1;3.474;47.231;48.067;20;0;0;1;;;;;;9.485;9.485;11.06;1;1;5.455;21.74;23.43;4;1;50;2;34;2;16/11/2023 23:19
669;368;50.883;80.069;81.43;4;1;1;1;1;71.156;100.289;102.137;3;0;1;1;;;;;;5.941;5.941;7.042;1;0;32.604;32.604;34.955;1;1;50;1;30;2;16/11/2023 23:21
670;367;5.184;152.001;153.1;41;1;0;1;1;3;53.806;54.601;13;1;1;0;;;;;;8.805;8.805;9.546;1;0;9.128;44.033;44.496;7;1;50;2;37;2;16/11/2023 23:22
671;367;10.045;135.266;136.163;30;1;1;1;1;7.351;69.185;70.247;20;1;1;1;22.654;38.537;39.522;6;1;3.757;3.757;4.488;1;0;;;;;;50;2;44;1;16/11/2023 23:22
672;367;61.471;104.835;105.721;4;1;1;1;1;77.301;86.543;87.723;3;0;1;1;;;;;;7.192;7.192;9.62;1;0;27.434;27.434;28.87;1;1;50;1;30;2;16/11/2023 23:23
673;367;58.62;104.051;105.259;7;0;0;1;0;67.309;89.637;90.7;4;0;0;1;29.889;29.889;31.454;1;1;11.361;11.361;12.758;1;0;;;;;;50;2;72;1;16/11/2023 23:24
674;366;17.56;147.736;148.8;21;1;1;1;1;13.944;70.795;71.837;9;1;1;1;15.944;27.357;28.329;3;1;6.731;6.731;7.477;1;0;;;;;;2;2;39;1;16/11/2023 23:28
675;366;2.087;148.341;148.901;54;0;1;1;1;4.153;47.214;47.831;21;1;1;0;;;;;;3.458;3.458;4.125;1;0;5.488;33.486;34.09;8;1;50;2;33;2;16/11/2023 23:28
676;365;56.383;85.662;87.618;4;1;1;1;1;64.409;74.918;76.054;3;1;1;1;26.896;40.403;41.675;2;1;8.063;8.063;9.307;1;0;;;;;;67;1;32;1;16/11/2023 23:29
677;365;1.098;113.934;114.761;31;0;0;1;1;4.006;87.61;88.93;22;1;1;1;;;;;;7.523;7.523;8.999;1;0;1.585;33.627;34.37;13;1;50;2;30;2;16/11/2023 23:30
678;365;41.866;90.314;91.519;11;1;1;1;1;37.896;61.547;62.716;6;1;1;1;10.972;24.008;25.102;3;1;3.385;63.98;65.095;2;1;;;;;;50;2;27;1;16/11/2023 23:32
679;364;6.397;122.8;124.401;22;1;1;1;0;9.082;40.851;42.448;9;1;0;1;;;;;;5.965;5.965;7.025;1;0;5.546;35.63;37.13;6;1;30;1;71;2;16/11/2023 23:33
680;364;73.587;134.139;135.902;4;1;1;1;1;51.244;71.964;74.167;4;1;0;1;;;;;;5.563;5.563;7.335;1;1;32.926;32.926;35.658;1;1;50;2;52;2;16/11/2023 23:33
681;364;1.305;94.18;94.861;18;0;0;1;1;2.287;108.523;109.659;24;1;0;1;6.232;46.291;47.763;8;1;5.83;5.83;6.39;1;1;;;;;;20;2;46;1;16/11/2023 23:34
682;364;8.799;108.911;110.801;18;1;1;1;1;9.869;96.557;97.334;25;1;1;1;;;;;;7.568;7.568;9.158;1;0;17.771;28.596;29.582;3;1;50;2;39;2;16/11/2023 23:38
683;364;21.71;72.193;73.24;4;1;1;1;1;103.204;118.728;119.883;3;0;1;1;24.391;24.391;25.904;1;0;1.5;1.5;5.186;1;0;;;;;;50;2;29;1;16/11/2023 23:38
684;364;77.127;114.49;116.824;5;0;1;1;1;55.734;66.063;66.731;3;1;1;1;36.162;46.355;47.278;3;1;15.009;15.009;16.096;1;0;;;;;;50;1;43;1;16/11/2023 23:46
685;362;50.804;88.389;89.373;4;1;1;1;1;60.863;103.474;104.547;4;1;1;1;24.23;35.523;40.179;2;1;7.067;7.067;8.372;1;0;;;;;;50;1;37;1;16/11/2023 23:46
686;362;12.198;133.567;134.289;32;0;1;0;0;22.277;62.069;63.233;18;0;0;1;;;;;;17.584;17.584;18.381;1;0;11.903;33.384;34.146;12;1;48;2;38;2;16/11/2023 23:47
687;361;62.61;148.872;149.713;7;0;0;1;1;58.791;118.469;119.855;9;0;1;1;28.526;28.526;38.672;1;1;6.354;8.646;10.844;2;1;;;;;;30;1;31;1;16/11/2023 23:50
688;361;62.678;79.407;81.764;4;1;1;1;1;7.867;49.067;56.272;8;1;1;1;9.056;24.675;26.765;7;1;2.303;2.303;7.88;1;0;;;;;;50;2;38;1;16/11/2023 23:54
689;361;2.117;104.435;105.513;24;1;1;1;1;2.334;49.586;50.948;11;1;1;1;;;;;;6.688;6.688;8.429;1;0;3.194;31.219;33.28;7;1;50;1;28;2;16/11/2023 23:55
690;360;70.258;105.837;106.537;4;1;1;1;1;60.895;68.78;69.766;3;1;1;1;;;;;;5.934;5.934;7.797;1;0;31.993;31.993;35.524;1;1;50;2;33;2;16/11/2023 23:56
691;360;1.181;106.818;107.749;51;1;1;1;1;1.244;59.054;59.852;25;1;0;0;1.725;29.17;30.409;8;1;5.334;5.334;6.394;1;1;;;;;;50;1;35;1;16/11/2023 23:57
692;360;12.545;139.625;141.352;30;0;0;1;1;4.356;55.597;56.462;15;1;0;1;3.72;31.822;32.861;10;1;2.877;9.514;11.655;2;0;;;;;;50;2;47;1;16/11/2023 23:58
693;360;60.117;96.75;97.301;4;0;1;1;1;49.71;75.485;76.192;4;1;0;1;29.752;29.752;30.554;1;1;4.393;4.393;5.75;1;1;;;;;;50;1;36;1;16/11/2023 23:59
694;359;2.622;91.734;92.877;19;1;1;1;1;2.17;66.045;66.945;15;0;1;1;2.588;42.416;43.483;6;1;13.095;13.095;13.73;1;0;;;;;;50;2;40;1;17/11/2023 00:01
695;359;4.848;65.533;67.248;20;0;0;0;1;6.772;84.541;85.087;14;1;1;0;54.992;98.379;99.238;7;1;6.058;6.058;6.698;1;0;;;;;;50;2;38;1;17/11/2023 00:13
696;359;5.274;130.23;131.055;23;1;0;1;1;1.677;78.115;79.172;11;1;0;1;;;;;;7.927;8.893;9.664;2;0;1.791;21.676;22.6;7;1;30;2;41;2;17/11/2023 00:16
697;359;7.03;122.186;123.258;32;1;1;1;1;9.034;56.606;58.224;24;1;0;1;12.085;33.925;35.601;4;1;7.251;8.102;12.255;2;0;;;;;;50;2;50;1;17/11/2023 00:26
698;359;22.458;97.036;97.758;12;0;0;1;1;10.17;57.608;58.315;20;1;0;1;;;;;;7.086;7.086;7.818;1;0;20.602;27.248;36.245;7;1;30;1;27;2;17/11/2023 00:27
699;359;2.723;92.44;93.702;16;1;1;1;1;9.656;62.359;63.4;11;1;1;1;;;;;;4.447;4.447;5.101;1;0;30.771;30.771;31.764;1;1;30;2;24;2;17/11/2023 00:27
700;359;68.264;123.231;123.83;8;1;0;1;1;40.179;75.585;76.031;4;1;0;1;26.792;38.867;41.474;2;1;9.772;10.396;11.671;2;0;;;;;;45;2;22;1;17/11/2023 00:28
701;358;62.476;112.258;113.517;8;0;1;1;1;52.404;64.828;65.688;5;1;1;1;;;;;;4.282;4.282;5.23;1;0;30.696;36.087;46.928;2;1;50;2;57;2;17/11/2023 00:33
702;358;2.752;91.613;92.147;14;1;1;1;1;16.791;75.981;77.97;11;1;1;1;;;;;;5.961;5.961;7.405;1;0;20.862;36.187;36.831;4;1;38;2;25;2;17/11/2023 00:53
703;358;47.277;88.605;90.855;4;1;1;1;1;45.558;82.06;84.4;3;0;1;1;;;;;;13.722;13.722;14.848;1;1;28.435;28.435;44.175;1;1;50;1;34;2;17/11/2023 00:54
704;357;70.531;108.248;112.156;4;0;1;1;1;40.679;59.784;61.545;3;1;0;1;;;;;;6.583;6.583;9.973;1;0;36.969;36.969;39.538;1;1;0;1;58;2;17/11/2023 00:54
705;357;9.646;118.196;118.98;27;1;1;1;1;11.055;69.339;70.139;19;1;1;1;;;;;;9.119;9.119;9.701;1;0;31.552;36.669;38.001;3;1;45;2;30;2;17/11/2023 00:55
706;357;200.147;227.736;229.416;7;0;1;0;0;9.652;14.784;16.076;3;0;0;0;6.593;6.593;8.456;1;0;7.933;7.933;9.37;1;1;;;;;;51;1;45;1;17/11/2023 01:03
707;357;1.924;106.619;107.627;52;1;0;1;1;3.415;78.504;80.375;29;1;1;1;9.245;34.401;35.466;16;1;3.295;3.295;4.189;1;0;;;;;;49;2;44;1;17/11/2023 01:04
708;357;2.64;89.519;91.2;15;0;0;1;1;4.783;82.475;83.326;13;1;0;1;4.782;33.111;34.114;7;1;12.381;12.381;14.374;1;0;;;;;;10;2;28;1;17/11/2023 01:05
709;357;26.355;136.076;137.283;10;1;1;1;1;37.387;68.221;69.476;5;1;1;1;;;;;;5.423;5.423;6.99;1;0;20.603;22.597;24.357;2;1;33;2;35;2;17/11/2023 01:05
710;356;70.404;131.38;133.107;4;1;1;1;1;32.276;59.885;68.567;4;1;1;1;;;;;;2.115;2.115;3.213;1;0;27.473;27.473;28.854;1;1;0;2;51;2;17/11/2023 01:12
711;356;4.31;66.993;70.443;74;0;0;1;1;19.002;46.991;47.7;37;1;1;1;1.24;27.495;29.89;22;1;1.723;9.488;10.3;14;1;;;;;;40;2;25;1;17/11/2023 01:14
712;356;2.83;144.108;145.993;18;0;0;1;1;13.583;58.482;59.418;8;0;0;1;;;;;;4.559;4.559;6.245;1;0;44.221;47.577;48.767;3;1;50;2;47;2;17/11/2023 01:19
713;356;53.742;98.441;99.032;8;1;1;1;1;73.18;93.741;94.5;4;1;1;1;;;;;;3.873;3.873;5.24;1;0;19.723;19.723;24.938;1;1;20;2;32;2;17/11/2023 01:23
714;355;6.351;88.679;90.001;17;0;0;1;1;5.036;61.627;63.265;12;1;0;1;;;;;;8.855;8.855;9.812;1;1;12.362;39.989;42.339;4;1;50;2;28;2;17/11/2023 01:28
715;355;70.521;87.152;88.03;4;1;0;1;1;14.486;87.895;89.226;4;1;1;1;27.921;34.794;35.991;2;1;12.254;12.254;13.499;1;1;;;;;;0;1;32;1;17/11/2023 01:34
716;354;55.018;88.791;89.986;4;1;1;1;1;43.867;60.05;61.008;3;1;1;1;35.732;35.732;37.237;1;1;4.022;4.022;7.021;1;1;;;;;;50;2;36;1;17/11/2023 01:40
717;354;1.646;110.279;112.205;42;0;0;1;1;3.031;56.273;57.891;27;1;1;1;1.891;22.925;23.517;11;1;13.566;14.182;14.988;2;1;;;;;;50;2;32;1;17/11/2023 01:49
718;354;81.06;101.252;103.012;4;1;1;1;1;46.797;60.454;61.758;3;0;1;1;;;;;;8.409;8.409;9.673;1;1;42.117;42.117;44.258;1;1;50;1;47;2;17/11/2023 01:59
719;354;28.613;156.637;157.422;10;1;1;1;0;45.524;56.66;57.58;6;1;0;1;;;;;;8.35;9.228;10.457;2;0;37.84;39.729;40.551;3;0;50;2;33;2;17/11/2023 02:09
720;354;45.617;156.061;157.117;18;0;1;1;1;1.781;53.373;54.386;6;1;1;1;1.771;20.696;21.63;2;1;6.063;6.063;8.434;1;1;;;;;;50;1;22;1;17/11/2023 02:13
721;353;10.459;109.287;110.223;15;0;0;0;1;16.943;79.782;80.47;11;1;0;1;;;;;;11.039;11.039;11.809;1;0;9.716;39.069;40.172;4;1;100;2;51;2;17/11/2023 02:32
722;353;2.66;109.356;110.965;16;0;0;1;1;8.553;108.39;109.031;12;0;1;1;;;;;;6.999;6.999;7.925;1;1;32.086;32.086;37.039;1;1;10;2;32;2;17/11/2023 03:18
723;353;44.188;182.863;183.829;19;1;1;1;1;8.004;67.199;67.988;8;1;1;1;7.644;23.96;23.982;6;1;5.15;5.15;5.699;1;0;;;;;;50;1;25;1;17/11/2023 03:35
724;352;5.409;106.59;107.506;22;1;0;1;1;9.231;106.648;107.393;29;1;1;1;;;;;;2.104;2.104;6.92;1;0;4.608;27.633;33.886;7;1;50;2;40;2;17/11/2023 03:36
725;352;2.023;98.478;100.897;22;1;1;1;1;4.106;75.112;76.436;20;1;0;1;;;;;;7.391;7.391;8.024;1;0;1.179;30.88;31.683;6;1;50;2;23;2;17/11/2023 03:57
726;352;54.108;104.521;105.587;5;0;1;1;1;51.991;63.405;64.953;3;1;1;1;32.868;32.868;38.851;1;1;12.411;12.411;13.991;1;0;;;;;;35;1;44;1;17/11/2023 04:08
727;351;1.212;113.028;113.975;49;1;1;1;1;1.503;58.956;59.672;26;1;1;1;;;;;;2.584;8.468;9.195;2;0;6.788;30.364;31.16;10;1;30;2;52;2;17/11/2023 04:34
728;351;64.791;91.503;93.406;4;1;1;1;1;61.168;74.064;75.781;3;0;1;1;45.592;45.592;47.335;1;1;8.733;8.733;10.339;1;0;;;;;;50;1;38;1;17/11/2023 04:41
729;351;66.312;91.222;92.7;4;1;0;1;1;48.36;67.233;68.091;3;1;1;1;;;;;;8.06;8.06;9.026;1;0;29.137;29.137;30.001;1;1;50;2;26;2;17/11/2023 04:42
730;351;68.511;149.087;150.137;10;1;1;1;1;47.526;59.893;60.885;3;1;1;1;33.998;37.661;38.152;2;1;6.602;6.602;7.366;1;1;;;;;;40;2;21;1;17/11/2023 04:43
731;351;6.535;97.856;98.598;52;1;1;1;1;3.156;75.353;76.454;37;1;1;1;;;;;;6.601;6.601;7.627;1;0;11.596;39.339;40.001;17;1;50;2;41;2;17/11/2023 04:57
732;351;2.872;104.837;105.514;23;1;1;1;1;1.636;54.958;55.584;13;1;1;1;19.325;41.628;42.601;7;1;7.446;7.446;8.599;1;0;;;;;;0;2;21;1;17/11/2023 05:12
733;351;3.237;89.013;89.922;20;0;0;1;1;11.313;79.324;80.241;15;1;0;1;4.887;29.988;30.708;7;1;8.074;8.074;19.067;1;0;;;;;;50;2;44;1;17/11/2023 05:22
734;350;28.896;118.119;118.948;22;1;1;1;1;6.964;72.728;73.957;22;1;1;1;3.849;36.448;37.485;5;1;19.924;19.924;21.45;1;1;;;;;;50;1;41;1;17/11/2023 05:27
735;350;14.45;68.661;69.265;6;1;0;0;1;36.67;67.433;68.07;4;1;1;1;;;;;;4.22;4.22;4.917;1;0;81.942;96.179;97.166;3;1;0;1;27;2;17/11/2023 05:28
736;350;9.209;101.17;102.961;22;0;0;1;0;5.134;58.098;58.772;12;1;1;1;8.57;28.38;33.34;3;0;10.331;11.145;11.165;2;1;;;;;;50;2;35;1;17/11/2023 05:40
737;350;33.594;103.079;104.102;13;0;0;1;1;42.504;65.795;66.701;8;1;1;1;;;;;;8.858;9.088;10.001;2;0;31.622;31.7;34.799;2;1;50;1;28;2;17/11/2023 06:00
738;350;5.714;112.473;113.497;21;0;0;1;1;10.361;55.2;55.823;17;1;1;1;13.208;24.1;25.221;7;1;4.255;4.255;7.272;1;0;;;;;;50;2;32;1;17/11/2023 06:08
739;350;49.747;128.634;129.278;11;1;1;1;1;34.709;66.5;67.145;9;1;1;1;;;;;;14.29;14.29;15.648;1;1;17.203;24.754;25.36;3;1;50;1;30;2;17/11/2023 06:10
740;350;6.035;139.701;140.429;65;0;0;1;1;1.663;45.681;46.332;29;1;1;1;;;;;;6.035;6.035;6.6;1;1;2.501;19.718;20.295;10;1;50;2;45;2;17/11/2023 06:11
741;350;6.951;110.001;112.45;25;0;1;1;1;3.925;67.871;69.017;16;0;1;1;5.86;21.845;28.265;3;0;8.426;8.426;9;1;1;;;;;;0;2;29;1;17/11/2023 06:13
742;350;1.904;99.1;100.188;19;0;1;0;1;2.794;40.501;41.658;12;0;1;1;;;;;;12.747;12.747;14.063;1;1;2.324;21.946;23.66;5;0;30;2;56;2;17/11/2023 06:22
743;349;52.48;90.628;91.893;4;1;1;1;1;41.55;50.376;51.25;3;1;1;1;36.241;39.739;40.782;3;1;2.022;2.744;2.99;2;0;;;;;;50;2;25;1;17/11/2023 06:27
744;349;1.918;105.327;106.545;37;0;0;1;0;1.713;54.37;55.654;27;1;0;0;2.217;25.519;26.315;11;0;3.162;6.379;7.447;2;1;;;;;;50;1;70;1;17/11/2023 06:28
745;348;43.018;110.172;111.933;4;1;1;1;1;33.298;60.393;61.113;4;1;1;1;;;;;;5.626;5.626;7.102;1;1;27.235;27.235;33.939;1;1;50;1;39;2;17/11/2023 06:30
746;348;7.353;88.68;90.361;22;0;0;0;0;1.889;50.442;51.251;14;1;0;1;;;;;;64.824;64.824;65.548;1;0;1.625;44.184;45.376;8;0;50;2;28;2;17/11/2023 06:31
747;348;2.595;123.072;123.873;19;0;1;0;1;4.938;40.028;40.778;8;0;1;1;;;;;;14.438;14.438;15.592;1;0;2.113;33.637;34.791;6;1;40;2;42;2;17/11/2023 06:33
748;348;70.161;89.734;90.773;4;1;1;1;1;39.923;58.377;59.227;4;1;1;1;;;;;;2.617;2.617;4.539;1;1;24.79;24.79;25.848;1;0;50;1;32;2;17/11/2023 06:42
749;348;7.27;86.812;87.601;22;0;1;1;1;9.394;61.318;61.793;14;1;1;1;7.982;44.245;44.801;10;1;7.337;7.337;7.902;1;0;;;;;;50;1;22;1;17/11/2023 06:44
750;347;29.493;131.996;132.923;5;1;0;1;1;11.883;14.403;15.976;3;0;1;1;46.009;46.009;49.25;1;1;19.134;19.134;20.176;1;1;;;;;;70;1;50;1;17/11/2023 06:44
751;347;1.215;107.868;108.655;45;1;1;1;1;2.215;51.753;52.529;26;1;1;1;;;;;;3.523;7.314;8.057;2;0;5.733;39.895;40.611;10;1;0;2;50;2;17/11/2023 06:45
752;347;46.412;84.516;86.9;5;0;1;1;1;58.333;74.261;75.898;3;1;0;0;46.253;46.253;48.17;1;1;6.249;6.249;7.004;1;1;;;;;;50;2;42;1;17/11/2023 06:46
753;347;2.692;107.664;108.22;25;0;1;1;1;1.691;62.248;62.846;17;1;1;1;1.085;41.453;42.272;11;1;6.049;6.049;6.646;1;0;;;;;;50;2;33;1;17/11/2023 06:58
754;347;43.824;63.585;65.479;4;0;1;1;1;28.682;103.529;104.392;4;1;1;1;48.192;48.192;49.963;1;1;6.29;6.29;14.426;1;0;;;;;;50;2;36;1;17/11/2023 06:58
755;347;4.625;87.09;88.374;27;0;1;1;1;24.918;57.847;58.8;14;1;1;1;17.421;25.189;26.588;7;1;9.766;9.766;10.401;1;0;;;;;;49;1;24;1;17/11/2023 06:59
756;346;2.015;102.741;104.071;10;1;1;1;1;2.098;34.434;35.579;7;1;1;1;;;;;;4.357;4.357;5.68;1;0;2.387;17.169;18.373;2;1;50;2;52;2;17/11/2023 07:01
757;346;8.497;83.891;84.856;41;0;0;1;1;5.895;66.841;68.441;34;1;1;1;2.904;36.483;37.71;13;1;9.133;10.657;11.846;2;0;;;;;;10;2;33;1;17/11/2023 07:04
758;345;57.185;121.956;123.788;9;1;0;1;1;39.179;57.829;59.294;3;1;1;1;;;;;;7.703;7.703;8.591;1;1;36.71;36.71;39.538;1;1;10;2;27;2;17/11/2023 07:04
759;345;1.45;70.937;71.92;30;1;1;1;1;1.687;59.557;60.512;17;0;1;1;1.529;27.629;28.787;11;1;1.721;5.805;7.062;3;0;;;;;;50;2;42;1;17/11/2023 07:06
760;345;75.463;155.919;156.467;7;0;1;1;1;38.724;50.38;51.177;3;1;1;1;26.184;26.184;30.459;1;0;1.797;1.797;3.304;1;0;;;;;;0;2;35;1;17/11/2023 07:06
761;345;2.523;122.667;123.456;39;1;1;1;1;2.756;57.974;60.501;27;0;1;1;;;;;;4.09;5.163;5.966;2;0;2.097;32.605;33.283;8;1;50;2;48;2;17/11/2023 07:06
762;344;42.588;101.054;102.808;4;1;1;1;1;54.674;75.241;76.156;3;1;1;1;;;;;;4.325;4.325;5.502;1;0;32.875;32.875;35.283;1;1;50;1;33;2;17/11/2023 07:08
763;344;2.036;102.427;103.29;42;1;1;1;1;14.843;56.624;57.354;15;0;1;1;;;;;;4.106;4.106;4.952;1;0;3.593;29.807;30.29;10;1;50;2;58;2;17/11/2023 07:12
764;344;5.732;111.505;112.229;66;1;0;1;1;32.15;104.698;105.646;26;0;1;1;;;;;;2.809;3.625;5.265;2;1;1.195;32.555;34.076;8;1;2;1;21;2;17/11/2023 07:12
765;344;77.385;102.537;103.588;4;1;1;1;1;44.4;56.328;57.4;3;1;0;1;;;;;;7.593;7.593;8.717;1;0;34.571;34.571;39.048;1;1;50;1;57;2;17/11/2023 07:12
766;343;43.799;76.957;77.896;4;1;1;0;1;73.888;86.278;87.001;3;0;1;1;29.186;29.186;30.881;1;1;17.42;17.42;18.1;1;0;;;;;;50;2;42;1;17/11/2023 07:13
767;343;58.504;89.514;90.801;8;1;1;1;1;61.807;79.136;80.371;5;1;1;1;30.139;32.319;33.525;2;1;12.776;12.776;13.721;1;0;;;;;;50;2;63;1;17/11/2023 07:14
768;343;79.83;104.109;105.332;4;1;1;1;1;48.638;63.638;64.85;3;1;1;0;48.178;48.178;49.429;1;1;11.974;11.974;13.321;1;1;;;;;;50;1;43;1;17/11/2023 07:14
769;342;57.097;77.801;79.285;4;1;1;0;0;77.07;100.901;102.253;3;0;1;0;16.471;28.898;31.441;2;1;4.605;4.605;7.569;1;1;;;;;;20;1;31;1;17/11/2023 07:15
770;342;1.336;85.154;85.752;27;1;0;1;1;17.576;59.267;59.822;16;0;1;1;16.802;34.27;34.7;6;1;22.421;22.421;24.271;1;1;;;;;;0;1;45;1;17/11/2023 07:18
771;342;69.645;112.176;113.653;4;0;0;1;1;45.109;54.575;56.366;3;1;0;1;26.93;26.93;28.953;1;1;7.201;7.201;8.258;1;0;;;;;;25;2;30;1;17/11/2023 07:19
772;341;27.234;149.524;154.445;6;1;1;0;1;28.253;41.188;46.74;3;1;1;1;31.562;31.562;33.924;1;1;5.973;5.973;9.894;1;1;;;;;;50;1;48;1;17/11/2023 07:22
773;341;52.37;102.87;103.728;10;1;1;1;1;41.775;67.953;68.955;6;1;1;1;;;;;;5.068;5.068;5.97;1;0;27.615;28.93;29.975;2;1;50;2;40;2;17/11/2023 07:26
774;341;59.048;98.313;99.001;4;0;1;1;1;25.044;79.494;81.149;10;1;1;1;;;;;;1.457;1.457;7.765;1;0;23.44;40.406;46.08;5;1;50;2;30;2;17/11/2023 07:28
775;340;59.672;108.76;109.697;5;1;1;1;1;43.921;54.754;55.5;3;1;1;1;36.581;36.581;37.358;1;1;7.295;7.295;8.56;1;1;;;;;;50;1;25;1;17/11/2023 07:32
776;340;9.531;93.702;94.783;17;0;0;0;1;6.509;79.646;80.363;25;0;1;1;10.9;25.829;26.551;3;1;12.8;12.8;13.3;1;0;;;;;;50;2;38;1;17/11/2023 07:35
777;340;6.258;79.677;82.794;7;0;1;1;1;62.014;73.341;74.268;3;1;1;1;;;;;;9.282;9.282;11.296;1;1;24.99;24.99;26.655;1;1;50;1;39;2;17/11/2023 07:40
778;339;11.039;108.833;109.966;29;1;1;1;1;17.17;68.118;72.689;13;1;1;1;1.375;27.201;27.9;5;1;3.099;3.099;3.943;1;0;;;;;;50;2;31;1;17/11/2023 07:41
779;339;2.02;76.201;77.202;17;0;0;1;1;2.2;107.438;109.005;31;1;0;1;2.671;24.1;24.996;7;0;14.295;14.295;15.197;1;1;;;;;;30;1;47;1;17/11/2023 07:42
780;339;72.796;96.617;97.925;4;0;0;1;1;29.851;49.853;52.316;5;1;0;1;;;;;;4.39;4.39;5.455;1;0;48.386;48.386;53.681;1;1;50;2;29;2;17/11/2023 07:46
781;339;47.078;88.221;89.198;7;0;1;1;1;44.437;54.047;54.881;3;0;1;1;25.356;25.356;27.23;1;1;9.664;9.664;11.837;1;1;;;;;;50;1;22;1;17/11/2023 07:48
782;338;1.868;85.49;86.187;29;1;1;1;1;2.633;57.504;58.112;21;1;1;1;10.024;47.091;47.981;11;1;3.399;3.399;4.405;1;0;;;;;;50;2;29;1;17/11/2023 07:49
783;337;39.278;60.954;62.363;4;1;1;1;1;79.535;129.44;130.531;3;1;1;1;;;;;;7.887;7.887;9.974;1;1;32.527;32.527;33.936;1;1;40;1;39;2;17/11/2023 07:51
784;337;7.549;95.667;96.607;18;0;1;1;1;8.669;72.928;73.985;12;1;1;1;4.588;35.911;36.999;5;1;3.164;3.164;4.158;1;0;;;;;;50;2;52;1;17/11/2023 07:52
785;337;7.023;107.081;108.894;23;0;0;1;1;7.239;65.081;65.947;14;1;0;1;7.588;17.792;18.4;4;1;3.005;3.005;3.938;1;0;;;;;;50;2;34;1;17/11/2023 07:52
786;337;5.509;71.076;71.838;17;1;1;1;1;3.682;68.552;69.392;13;1;1;1;8.392;68.796;69.923;12;1;2.1;2.747;3.824;2;0;;;;;;50;2;41;1;17/11/2023 07:53
787;337;12.08;119.567;120.532;20;0;0;0;0;2.265;66.47;67.31;22;1;1;0;6.147;26.694;28.642;3;0;7.449;7.449;8.367;1;1;;;;;;20;2;57;1;17/11/2023 07:54
788;336;69.112;101.8;103.221;4;0;0;1;1;51.926;63.734;64.731;4;1;0;1;;;;;;4.488;4.488;5.853;1;0;19.039;19.039;21.422;1;0;0;2;63;2;17/11/2023 07:54
789;336;3.754;111.773;112.717;33;0;1;1;1;5.718;77.399;78.491;16;1;1;1;4.298;42.175;43.398;5;1;6.277;6.277;7.815;1;1;;;;;;50;2;39;1;17/11/2023 07:54
790;336;8.25;83.337;83.853;19;0;1;1;1;2.661;68.462;69.024;17;0;1;1;;;;;;6.805;6.805;7.381;1;1;5.378;22.776;25.237;4;1;50;2;28;2;17/11/2023 07:55
791;336;61.39;92.745;93.788;9;1;1;0;1;6.874;68.423;70.372;8;1;1;1;;;;;;5.891;7.251;9.301;2;1;35.163;44.014;44.603;4;1;0;1;50;2;17/11/2023 07:55
792;336;1.797;129.366;129.937;51;0;1;1;1;1.63;66.494;66.954;25;1;1;1;;;;;;5.787;6.327;6.993;2;0;7.251;30.792;31.346;7;1;50;1;48;2;17/11/2023 07:57
793;336;23.653;81.187;82.199;11;1;1;1;1;29.556;68.008;68.764;6;1;1;1;27.494;27.894;28.907;2;1;5.632;5.632;6.642;1;0;;;;;;50;2;24;1;17/11/2023 07:58
794;335;8.168;103.802;106.394;17;0;0;0;0;2.4;79.343;80.001;25;0;1;1;;;;;;5.506;5.506;6.7;1;0;4.669;19.415;24.351;4;1;52;2;36;2;17/11/2023 08:01
795;335;38.162;86.025;86.647;9;0;1;1;1;72.857;123.928;125.679;5;0;1;1;43.206;45.788;46.809;4;1;4.761;4.761;5.335;1;1;;;;;;30;2;42;1;17/11/2023 08:02
796;335;67.549;92.336;93.499;4;1;1;1;1;51.045;61.466;62.575;3;1;1;1;27.187;27.187;28.708;1;1;12.29;12.29;13.529;1;0;;;;;;29;2;29;1;17/11/2023 08:02
