PID;Duration;A1comp1;A1comp2;A1comp3;A1comp4;A2comp1;A2comp2;A2comp3;A2comp4OB;checkObs;calcHelp;uncalcHelp;A2comp4HID;checkHid;return;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;helpUncalc;noUncalc;helpCalc;noCalc;helpedHidB;noHelpdHidB;gender;age;Condition;RecordedDate
1547;362;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;48;3;13/11/2023 19:59
1548;476;;;;;;;;;;;;;;;0;1;1;1;1;0;1;10;0;10;0;;;2;36;5;13/11/2023 19:59
1549;354;0;0;1;0;1;0;1;1;1;0;;;;100;;;;;;;;;;;;;;1;33;3;13/11/2023 20:00
1550;228;;;;;;;;;;;;;;;1;1;1;1;1;1;0;10;6;10;10;;;1;43;5;13/11/2023 20:00
1551;169;;;;;;;;;;;;;;;0;1;1;1;1;0;0;;;;;7;4;2;44;6;13/11/2023 20:00
1552;445;1;0;1;1;1;0;0;1;1;1;;;;33;;;;;;;;;;;;;;2;32;3;13/11/2023 20:00
1553;489;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;25;3;13/11/2023 20:00
1554;488;;;;;;;;;;;;;;;0;0;1;1;1;1;1;2;0;2;0;;;2;32;5;13/11/2023 20:00
1555;275;0;1;1;0;1;1;1;;;;0;1;0;0;;;;;;;;;;;;;;1;44;4;13/11/2023 20:00
1556;332;;;;;;;;;;;;;;;1;1;1;1;1;1;1;3;3;3;3;;;2;38;5;13/11/2023 20:00
1557;579;1;1;1;1;1;0;1;1;1;0;;;;50;;;;;;;;;;;;;;2;62;3;13/11/2023 20:00
1558;716;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;71;4;13/11/2023 20:01
1559;344;;;;;;;;;;;;;;;0;0;1;0;1;1;1;5;2;5;4;;;2;25;5;13/11/2023 20:01
1560;631;0;0;0;1;0;1;1;1;0;;1;;;18;;;;;;;;;;;;;;2;72;3;13/11/2023 20:01
1561;415;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;5;10;5;;;2;21;5;13/11/2023 20:01
1562;414;1;0;0;0;0;0;1;0;1;1;;;;100;;;;;;;;;;;;;;2;28;3;13/11/2023 20:01
1563;326;1;1;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;55;3;13/11/2023 20:01
1564;307;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;26;3;13/11/2023 20:01
1565;456;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;2;0;2;44;6;13/11/2023 20:01
1566;684;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;48;4;13/11/2023 20:01
1567;269;;;;;;;;;;;;;;;1;1;0;1;1;1;1;;;;;5;0;2;29;6;13/11/2023 20:01
1568;540;;;;;;;;;;;;;;;0;0;1;1;0;0;0;;;;;10;5;2;54;6;13/11/2023 20:01
1569;494;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;5;5;2;44;6;13/11/2023 20:01
1570;665;1;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;28;4;13/11/2023 20:01
1571;409;1;0;1;0;1;1;1;;;1;;0;1;50;;;;;;;;;;;;;;1;38;4;13/11/2023 20:02
1572;764;;;;;;;;;;;;;;;1;0;1;0;1;1;1;;;;;10;4;2;49;6;13/11/2023 20:02
1573;586;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;0;;;1;34;5;13/11/2023 20:02
1574;599;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;6;2;1;51;6;13/11/2023 20:02
1575;692;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;52;4;13/11/2023 20:02
1576;647;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;10;10;2;43;6;13/11/2023 20:02
1577;416;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;41;4;13/11/2023 20:02
1578;730;0;0;1;1;1;0;1;;;1;;1;1;40;;;;;;;;;;;;;;1;58;4;13/11/2023 20:02
1579;346;;;;;;;;;;;;;;;1;1;1;0;1;1;1;7;2;9;4;;;2;44;5;13/11/2023 20:02
1580;411;0;1;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;33;4;13/11/2023 20:02
1581;450;1;1;1;1;1;1;1;;;1;;1;1;30;;;;;;;;;;;;;;1;47;4;13/11/2023 20:02
1582;359;1;1;1;1;1;1;1;1;1;0;;;;0;;;;;;;;;;;;;;1;28;3;13/11/2023 20:02
1583;512;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;3;5;3;;;2;37;5;13/11/2023 20:02
1584;460;1;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;45;3;13/11/2023 20:02
1585;409;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;1;10;1;;;2;28;5;13/11/2023 20:02
1586;332;0;1;0;0;1;1;1;1;1;1;;;;80;;;;;;;;;;;;;;2;58;3;13/11/2023 20:02
1587;447;;;;;;;;;;;;;;;0;0;1;0;1;1;1;;;;;1;1;2;47;6;13/11/2023 20:02
1588;259;;;;;;;;;;;;;;;1;1;1;1;1;1;1;6;2;4;2;;;2;44;5;13/11/2023 20:03
1589;488;0;1;0;0;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;42;3;13/11/2023 20:03
1590;1231;;;;;;;;;;;;;;;1;1;0;1;0;0;1;5;5;10;10;;;2;30;5;13/11/2023 20:03
1591;331;;;;;;;;;;;;;;;0;1;0;0;0;0;1;;;;;1;2;2;32;6;13/11/2023 20:03
1592;447;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;2;36;6;13/11/2023 20:03
1593;415;;;;;;;;;;;;;;;1;1;1;1;1;0;1;5;5;6;1;;;2;25;5;13/11/2023 20:03
1594;383;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;1;41;6;13/11/2023 20:03
1595;424;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;36;4;13/11/2023 20:04
1596;344;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;24;3;13/11/2023 20:04
1597;334;;;;;;;;;;;;;;;1;1;1;0;1;1;1;0;0;0;0;;;1;37;5;13/11/2023 20:04
1598;634;;;;;;;;;;;;;;;1;1;1;0;1;1;0;10;1;8;2;;;2;54;5;13/11/2023 20:04
1599;470;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;0;1;44;6;13/11/2023 20:04
1600;333;;;;;;;;;;;;;;;0;0;1;0;0;0;1;5;5;10;5;;;2;41;5;13/11/2023 20:04
1601;285;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;0;;;1;35;5;13/11/2023 20:04
1602;454;0;1;1;1;1;1;1;;;1;;1;1;49;;;;;;;;;;;;;;2;40;4;13/11/2023 20:04
1603;585;;;;;;;;;;;;;;;1;0;1;0;1;1;1;5;0;5;0;;;2;47;5;13/11/2023 20:05
1604;550;1;1;1;1;1;1;1;;;1;;1;1;33;;;;;;;;;;;;;;1;39;4;13/11/2023 20:05
1605;372;0;1;1;1;1;1;1;;;;0;1;0;0;;;;;;;;;;;;;;2;35;4;13/11/2023 20:05
1606;262;1;0;0;1;1;1;1;;;1;;1;1;51;;;;;;;;;;;;;;1;37;4;13/11/2023 20:05
1607;310;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;10;10;2;39;6;13/11/2023 20:05
1608;344;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;2;35;6;13/11/2023 20:05
1609;467;0;1;1;1;1;0;1;1;0;;1;;;48;;;;;;;;;;;;;;2;32;3;13/11/2023 20:05
1610;218;;;;;;;;;;;;;;;1;1;1;0;1;1;1;5;0;0;0;;;2;33;5;13/11/2023 20:05
1611;257;0;0;1;0;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;28;4;13/11/2023 20:05
1612;510;;;;;;;;;;;;;;;1;0;1;1;1;0;0;;;;;6;0;1;41;6;13/11/2023 20:05
1613;283;;;;;;;;;;;;;;;1;0;1;1;0;1;1;;;;;10;0;1;40;6;13/11/2023 20:05
1614;463;;;;;;;;;;;;;;;0;1;1;0;0;1;1;0;10;10;10;;;1;35;5;13/11/2023 20:06
1615;417;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;27;4;13/11/2023 20:06
1616;374;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;40;4;13/11/2023 20:06
1617;346;0;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;35;3;13/11/2023 20:06
1618;721;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;31;4;13/11/2023 20:06
1619;369;0;1;0;0;0;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;23;4;13/11/2023 20:06
1620;207;1;1;1;1;1;1;1;1;0;;1;;;70;;;;;;;;;;;;;;1;39;3;13/11/2023 20:06
1621;403;1;1;1;1;0;1;1;1;0;;0;;;0;;;;;;;;;;;;;;2;30;3;13/11/2023 20:06
1622;354;1;1;1;1;1;1;1;0;1;0;;;;0;;;;;;;;;;;;;;1;41;3;13/11/2023 20:06
1623;555;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;3;10;3;;;1;64;5;13/11/2023 20:07
1624;492;0;1;0;1;1;1;1;1;0;;1;;;0;;;;;;;;;;;;;;1;31;3;13/11/2023 20:07
1625;199;0;0;1;1;1;0;1;;;;0;1;0;10;;;;;;;;;;;;;;1;48;4;13/11/2023 20:07
1626;408;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;34;4;13/11/2023 20:07
1627;294;;;;;;;;;;;;;;;0;1;1;1;1;1;1;10;10;6;0;;;2;35;5;13/11/2023 20:07
1628;224;1;1;1;0;0;1;1;;;1;;1;1;40;;;;;;;;;;;;;;2;23;4;13/11/2023 20:07
1629;419;0;0;1;1;1;0;1;1;1;0;;;;50;;;;;;;;;;;;;;2;48;3;13/11/2023 20:07
1630;284;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;5;5;1;23;6;13/11/2023 20:07
1631;1266;;;;;;;;;;;;;;;0;0;1;1;1;1;1;10;7;8;10;;;1;25;5;13/11/2023 20:07
1632;606;0;0;1;1;1;0;1;1;0;;1;;;50;;;;;;;;;;;;;;2;46;3;13/11/2023 20:07
1633;573;1;0;1;0;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;66;3;13/11/2023 20:07
1634;342;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;5;0;1;36;6;13/11/2023 20:07
1635;405;0;0;1;0;1;1;1;1;1;1;;;;51;;;;;;;;;;;;;;1;44;3;13/11/2023 20:08
1636;454;;;;;;;;;;;;;;;0;0;1;1;1;1;1;0;0;0;0;;;1;45;5;13/11/2023 20:08
1637;438;;;;;;;;;;;;;;;1;1;1;1;1;1;0;7;0;5;0;;;1;50;5;13/11/2023 20:08
1638;411;1;1;1;1;0;1;1;1;1;1;;;;0;;;;;;;;;;;;;;1;54;3;13/11/2023 20:08
1639;330;;;;;;;;;;;;;;;0;1;1;0;1;1;0;;;;;5;5;2;41;6;13/11/2023 20:08
1640;723;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;28;4;13/11/2023 20:08
1641;745;;;;;;;;;;;;;;;1;1;1;1;0;1;0;;;;;10;10;1;46;6;13/11/2023 20:08
1642;261;0;1;1;0;1;1;1;;;1;;1;1;41;;;;;;;;;;;;;;2;27;4;13/11/2023 20:08
1643;297;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;37;4;13/11/2023 20:08
1644;601;;;;;;;;;;;;;;;0;0;1;0;1;0;0;0;0;0;0;;;1;55;5;13/11/2023 20:08
1645;495;;;;;;;;;;;;;;;0;1;0;1;0;1;1;;;;;10;4;2;54;6;13/11/2023 20:08
1646;561;0;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;26;3;13/11/2023 20:09
1647;302;1;1;0;0;0;0;0;;;;1;1;0;50;;;;;;;;;;;;;;2;38;4;13/11/2023 20:09
1648;256;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;0;2;26;6;13/11/2023 20:09
1649;336;;;;;;;;;;;;;;;1;0;1;1;1;1;1;5;5;5;5;;;2;31;5;13/11/2023 20:09
1650;551;;;;;;;;;;;;;;;0;1;1;1;1;1;1;5;0;5;0;;;2;43;5;13/11/2023 20:09
1651;234;0;1;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;24;3;13/11/2023 20:09
1652;291;0;1;0;0;1;1;1;1;1;1;;;;35;;;;;;;;;;;;;;1;21;3;13/11/2023 20:09
1653;421;;;;;;;;;;;;;;;0;0;1;0;1;0;1;0;0;0;0;;;1;41;5;13/11/2023 20:10
1654;425;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;5;0;2;35;6;13/11/2023 20:10
1655;447;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;20;4;13/11/2023 20:10
1656;701;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;55;3;13/11/2023 20:10
1657;395;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;2;32;6;13/11/2023 20:10
1658;345;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;2;1;27;6;13/11/2023 20:10
1659;615;;;;;;;;;;;;;;;1;1;1;1;1;0;1;10;5;5;5;;;1;56;5;13/11/2023 20:10
1660;324;;;;;;;;;;;;;;;0;1;1;0;0;0;1;9;0;4;0;;;1;42;5;13/11/2023 20:10
1661;374;;;;;;;;;;;;;;;0;1;1;1;1;0;0;;;;;10;10;2;49;6;13/11/2023 20:10
1662;634;;;;;;;;;;;;;;;1;1;1;1;0;1;1;5;0;0;0;;;1;46;5;13/11/2023 20:10
1663;370;1;0;1;0;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;26;3;13/11/2023 20:10
1664;283;1;1;1;1;1;1;1;;;;0;1;0;0;;;;;;;;;;;;;;1;34;4;13/11/2023 20:10
1665;435;1;1;1;0;1;1;1;1;1;1;;;;0;;;;;;;;;;;;;;1;39;3;13/11/2023 20:10
1666;585;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;0;;;2;35;5;13/11/2023 20:10
1667;599;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;37;4;13/11/2023 20:11
1668;728;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;30;3;13/11/2023 20:11
1669;458;;;;;;;;;;;;;;;0;1;0;1;0;1;1;;;;;10;10;1;33;6;13/11/2023 20:11
1670;421;;;;;;;;;;;;;;;1;1;1;1;1;1;1;2;10;5;2;;;1;29;5;13/11/2023 20:11
1671;462;;;;;;;;;;;;;;;0;1;1;0;1;0;1;;;;;5;5;2;39;6;13/11/2023 20:11
1672;436;0;0;1;1;1;0;1;0;1;1;;;;20;;;;;;;;;;;;;;2;53;3;13/11/2023 20:11
1673;522;1;1;1;1;1;1;1;1;1;0;;;;10;;;;;;;;;;;;;;2;44;3;13/11/2023 20:11
1674;445;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;1;25;6;13/11/2023 20:11
1675;384;;;;;;;;;;;;;;;1;1;1;0;1;1;1;10;0;5;0;;;1;28;5;13/11/2023 20:11
1676;338;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;3;0;2;37;6;13/11/2023 20:11
1677;396;1;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;21;4;13/11/2023 20:11
1678;472;;;;;;;;;;;;;;;1;1;1;1;1;0;1;5;3;10;3;;;1;26;5;13/11/2023 20:12
1679;620;0;1;1;0;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;54;4;13/11/2023 20:12
1680;445;;;;;;;;;;;;;;;0;1;0;1;0;0;0;;;;;1;0;1;60;6;13/11/2023 20:12
1681;639;0;0;1;0;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;66;4;13/11/2023 20:12
1682;514;1;0;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;35;4;13/11/2023 20:12
1683;606;1;1;1;1;1;0;1;1;1;1;;;;0;;;;;;;;;;;;;;1;30;3;13/11/2023 20:12
1684;298;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;31;4;13/11/2023 20:12
1685;289;;;;;;;;;;;;;;;0;1;1;1;1;0;0;4;5;6;4;;;2;25;5;13/11/2023 20:12
1686;286;0;0;1;0;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;28;4;13/11/2023 20:12
1687;549;;;;;;;;;;;;;;;0;1;1;0;1;1;1;5;5;5;5;;;1;48;5;13/11/2023 20:12
1688;486;1;1;0;1;0;1;1;;;0;;1;1;20;;;;;;;;;;;;;;2;69;4;13/11/2023 20:12
1689;692;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;0;2;44;6;13/11/2023 20:13
1690;467;;;;;;;;;;;;;;;0;1;1;0;1;1;1;;;;;10;5;1;41;6;13/11/2023 20:13
1691;472;0;0;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;1;38;3;13/11/2023 20:13
1692;299;0;1;1;0;1;1;1;0;1;1;;;;100;;;;;;;;;;;;;;2;40;3;13/11/2023 20:13
1693;1244;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;3;10;3;;;2;48;5;13/11/2023 20:13
1694;353;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;10;2;36;6;13/11/2023 20:13
1695;802;;;;;;;;;;;;;;;0;1;1;1;0;1;0;;;;;5;0;3;45;6;13/11/2023 20:13
1696;415;1;1;0;0;0;1;1;1;1;1;;;;19;;;;;;;;;;;;;;2;25;3;13/11/2023 20:13
1697;296;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;6;0;1;37;6;13/11/2023 20:13
1698;349;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;0;;;1;31;5;13/11/2023 20:13
1699;395;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;0;0;1;40;6;13/11/2023 20:13
1700;351;1;0;1;0;0;1;1;;;;0;1;0;4;;;;;;;;;;;;;;2;28;4;13/11/2023 20:13
1701;415;0;1;1;1;1;1;1;;;1;;1;1;40;;;;;;;;;;;;;;1;51;4;13/11/2023 20:13
1702;470;0;0;1;1;1;1;1;1;0;;1;;;5;;;;;;;;;;;;;;2;43;3;13/11/2023 20:13
1703;739;0;0;1;0;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;48;4;13/11/2023 20:14
1704;571;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;0;3;2;22;6;13/11/2023 20:14
1705;506;;;;;;;;;;;;;;;1;0;1;1;1;1;1;10;0;10;0;;;2;43;5;13/11/2023 20:14
1706;266;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;21;4;13/11/2023 20:14
1707;246;1;1;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;34;4;13/11/2023 20:14
1708;512;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;2;2;39;6;13/11/2023 20:14
1709;785;0;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;76;3;13/11/2023 20:14
1710;300;;;;;;;;;;;;;;;1;1;0;1;1;1;1;;;;;5;0;2;36;6;13/11/2023 20:15
1711;608;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;5;1;2;39;6;13/11/2023 20:15
1712;336;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;0;10;2;;;2;37;5;13/11/2023 20:15
1713;623;1;0;0;0;0;1;1;;;1;;0;1;100;;;;;;;;;;;;;;2;34;4;13/11/2023 20:15
1714;560;;;;;;;;;;;;;;;0;1;1;1;1;1;1;10;10;10;10;;;2;31;5;13/11/2023 20:15
1715;532;;;;;;;;;;;;;;;0;1;1;1;1;1;0;10;10;10;10;;;1;45;5;13/11/2023 20:15
1716;333;0;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;39;3;13/11/2023 20:16
1717;1080;0;0;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;38;4;13/11/2023 20:16
1718;523;;;;;;;;;;;;;;;1;1;1;1;0;0;0;8;0;5;2;;;2;37;5;13/11/2023 20:16
1719;799;0;1;0;1;0;1;1;0;1;1;;;;50;;;;;;;;;;;;;;2;49;3;13/11/2023 20:16
1720;305;1;1;1;1;1;1;1;;;1;;0;1;50;;;;;;;;;;;;;;2;39;4;13/11/2023 20:16
1721;387;;;;;;;;;;;;;;;0;0;1;0;1;0;1;2;1;2;1;;;2;58;5;13/11/2023 20:16
1722;574;1;1;1;1;1;0;1;1;0;;1;;;50;;;;;;;;;;;;;;2;33;3;13/11/2023 20:16
1723;334;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;4;0;1;30;6;13/11/2023 20:16
1724;214;;;;;;;;;;;;;;;0;1;1;1;1;1;0;10;1;4;2;;;2;36;5;13/11/2023 20:16
1725;506;1;1;1;1;1;1;1;1;1;1;;;;30;;;;;;;;;;;;;;2;26;3;13/11/2023 20:16
1726;513;;;;;;;;;;;;;;;1;1;1;0;0;1;1;5;0;10;0;;;1;60;5;13/11/2023 20:16
1727;288;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;6;0;2;35;6;13/11/2023 20:16
1728;406;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;37;3;13/11/2023 20:16
1729;459;1;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;27;3;13/11/2023 20:16
1730;312;0;1;1;0;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;29;4;13/11/2023 20:17
1731;529;0;0;1;1;1;0;1;;;;0;1;0;50;;;;;;;;;;;;;;2;69;4;13/11/2023 20:17
1732;384;1;1;1;0;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;43;4;13/11/2023 20:17
1733;428;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;23;3;13/11/2023 20:17
1734;361;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;24;3;13/11/2023 20:17
1735;240;;;;;;;;;;;;;;;0;0;1;0;1;0;1;;;;;5;5;1;54;6;13/11/2023 20:17
1736;455;;;;;;;;;;;;;;;1;1;1;1;1;0;0;10;10;10;10;;;2;53;5;13/11/2023 20:17
1737;240;;;;;;;;;;;;;;;1;1;1;0;1;1;0;6;4;6;4;;;1;32;5;13/11/2023 20:17
1738;358;;;;;;;;;;;;;;;1;0;1;1;1;1;1;5;5;5;5;;;1;33;5;13/11/2023 20:17
1739;287;;;;;;;;;;;;;;;0;0;1;0;1;0;0;;;;;0;0;1;39;6;13/11/2023 20:17
1740;514;;;;;;;;;;;;;;;0;0;0;0;1;0;1;;;;;6;2;2;52;6;13/11/2023 20:17
1741;330;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;5;2;31;6;13/11/2023 20:17
1742;490;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;5;1;39;6;13/11/2023 20:17
1743;884;;;;;;;;;;;;;;;1;0;1;1;1;0;1;;;;;5;5;4;59;6;13/11/2023 20:17
1744;237;0;1;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;39;4;13/11/2023 20:17
1745;485;;;;;;;;;;;;;;;1;1;1;1;1;0;1;10;4;10;10;;;1;46;5;13/11/2023 20:18
1746;240;;;;;;;;;;;;;;;0;0;1;1;1;0;0;;;;;6;2;2;23;6;13/11/2023 20:18
1747;456;0;1;1;1;1;1;1;;;;0;1;0;10;;;;;;;;;;;;;;2;59;4;13/11/2023 20:18
1748;567;;;;;;;;;;;;;;;0;1;1;1;1;0;1;5;0;2;0;;;2;37;5;13/11/2023 20:18
1749;625;;;;;;;;;;;;;;;1;0;1;0;1;1;1;;;;;5;5;1;56;6;13/11/2023 20:18
1750;295;0;0;1;0;1;0;1;;;1;;0;1;100;;;;;;;;;;;;;;1;41;4;13/11/2023 20:18
1751;296;1;1;1;0;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;27;3;13/11/2023 20:18
1752;524;1;1;1;1;1;1;1;;;;1;1;0;40;;;;;;;;;;;;;;1;46;4;13/11/2023 20:18
1753;512;;;;;;;;;;;;;;;0;0;1;1;0;0;0;5;5;6;5;;;2;36;5;13/11/2023 20:18
1754;1401;0;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;35;3;13/11/2023 20:19
1755;398;0;1;1;0;1;1;1;;;1;;1;1;20;;;;;;;;;;;;;;2;31;4;13/11/2023 20:19
1756;311;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;8;0;2;26;6;13/11/2023 20:19
1757;370;;;;;;;;;;;;;;;1;0;0;1;1;0;1;10;10;10;10;;;1;39;5;13/11/2023 20:19
1758;226;1;0;0;1;0;1;0;0;0;;0;;;0;;;;;;;;;;;;;;1;54;3;13/11/2023 20:19
1759;432;0;1;0;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;45;3;13/11/2023 20:19
1760;741;1;1;1;1;1;1;1;1;1;1;;;;49;;;;;;;;;;;;;;1;58;3;13/11/2023 20:19
1761;416;0;0;1;1;1;1;1;1;1;1;;;;39;;;;;;;;;;;;;;2;33;3;13/11/2023 20:19
1762;656;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;0;;;1;46;5;13/11/2023 20:19
1763;422;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;0;0;0;;;1;31;5;13/11/2023 20:19
1764;570;;;;;;;;;;;;;;;1;1;1;1;0;1;0;;;;;0;0;1;60;6;13/11/2023 20:19
1765;426;0;1;1;0;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;49;4;13/11/2023 20:19
1766;306;0;1;0;1;1;0;1;;;;1;1;0;50;;;;;;;;;;;;;;2;34;4;13/11/2023 20:19
1767;380;0;1;1;0;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;31;4;13/11/2023 20:19
1768;291;1;1;1;1;1;1;1;1;1;1;;;;0;;;;;;;;;;;;;;1;27;3;13/11/2023 20:19
1769;390;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;10;4;2;34;6;13/11/2023 20:19
1770;236;1;1;1;1;1;1;1;1;1;1;;;;30;;;;;;;;;;;;;;1;50;3;13/11/2023 20:19
1771;626;1;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;55;3;13/11/2023 20:19
1772;293;;;;;;;;;;;;;;;0;1;1;0;0;0;1;10;10;10;10;;;2;30;5;13/11/2023 20:20
1773;582;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;5;5;1;25;6;13/11/2023 20:20
1774;320;1;1;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;45;4;13/11/2023 20:20
1775;619;;;;;;;;;;;;;;;0;1;1;1;1;0;1;5;0;5;0;;;2;46;5;13/11/2023 20:20
1776;378;1;1;1;0;1;1;1;;;;0;1;0;100;;;;;;;;;;;;;;2;38;4;13/11/2023 20:20
1777;526;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;10;10;;;1;38;5;13/11/2023 20:20
