PID;Duration;A1comp1;A1comp2;A1comp3;A1comp4;A2comp1;A2comp2;A2comp3;A2comp4OB;checkObs;calcHelp;uncalcHelp;A2comp4HID;checkHid;return;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;helpUncalc;noUncalc;helpCalc;noCalc;helpedHidB;noHelpdHidB;gender;age;Condition;RecordedDate
1316;480;;;;;;;;;;;;;;;1;1;1;0;1;1;0;5;5;4;5;;;1;66;5;13/11/2023 19:43
1317;319;;;;;;;;;;;;;;;1;0;0;1;1;1;1;;;;;10;10;2;39;6;13/11/2023 19:43
1318;662;;;;;;;;;;;;;;;1;1;1;0;1;0;1;;;;;10;0;1;59;6;13/11/2023 19:43
1319;225;;;;;;;;;;;;;;;0;1;0;1;1;1;0;;;;;10;10;1;34;6;13/11/2023 19:43
1320;532;1;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;33;4;13/11/2023 19:43
1321;277;1;1;1;0;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;31;4;13/11/2023 19:43
1322;681;0;1;1;1;1;1;1;;;1;;0;1;50;;;;;;;;;;;;;;2;69;4;13/11/2023 19:43
1323;381;1;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;24;4;13/11/2023 19:43
1324;416;0;1;1;1;1;1;0;;;1;;1;1;50;;;;;;;;;;;;;;1;39;4;13/11/2023 19:43
1325;455;0;0;1;1;1;0;1;;;0;;1;1;0;;;;;;;;;;;;;;2;32;4;13/11/2023 19:43
1326;535;0;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;44;3;13/11/2023 19:43
1327;238;;;;;;;;;;;;;;;0;0;1;1;1;0;1;6;0;4;0;;;1;22;5;13/11/2023 19:43
1328;377;;;;;;;;;;;;;;;1;0;1;1;1;0;0;;;;;3;0;1;20;6;13/11/2023 19:43
1329;434;;;;;;;;;;;;;;;0;1;0;1;1;0;0;4;0;0;0;;;2;40;5;13/11/2023 19:44
1330;281;;;;;;;;;;;;;;;1;1;1;0;1;0;1;;;;;0;0;1;39;6;13/11/2023 19:44
1331;424;1;1;1;0;1;0;1;0;1;1;;;;30;;;;;;;;;;;;;;1;34;3;13/11/2023 19:44
1332;343;;;;;;;;;;;;;;;0;1;0;1;0;1;1;4;4;5;5;;;2;27;5;13/11/2023 19:44
1333;353;1;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;45;4;13/11/2023 19:44
1334;373;1;1;1;1;0;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;52;4;13/11/2023 19:44
1335;350;;;;;;;;;;;;;;;0;0;0;0;1;0;0;;;;;5;5;2;37;6;13/11/2023 19:44
1336;1134;;;;;;;;;;;;;;;1;1;1;1;0;1;1;2;0;2;0;;;1;46;5;13/11/2023 19:44
1337;376;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;5;5;2;58;6;13/11/2023 19:44
1338;453;0;0;0;0;0;0;1;0;1;0;;;;29;;;;;;;;;;;;;;2;18;3;13/11/2023 19:44
1339;537;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;5;10;10;;;2;68;5;13/11/2023 19:44
1340;850;;;;;;;;;;;;;;;0;1;1;0;0;1;1;0;0;0;0;;;1;36;5;13/11/2023 19:44
1341;301;;;;;;;;;;;;;;;1;1;1;1;1;1;1;6;0;6;1;;;2;26;5;13/11/2023 19:45
1342;434;1;1;1;0;1;1;1;1;1;0;;;;0;;;;;;;;;;;;;;2;52;3;13/11/2023 19:45
1343;205;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;5;5;1;35;6;13/11/2023 19:45
1344;379;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;10;0;1;45;6;13/11/2023 19:45
1345;450;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;5;0;1;22;6;13/11/2023 19:45
1346;268;1;0;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;2;24;4;13/11/2023 19:45
1347;376;0;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;32;3;13/11/2023 19:45
1348;383;;;;;;;;;;;;;;;0;1;0;1;1;0;1;;;;;10;10;2;33;6;13/11/2023 19:45
1349;553;;;;;;;;;;;;;;;1;0;0;0;0;1;1;8;8;8;1;;;2;29;5;13/11/2023 19:45
1350;280;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;26;4;13/11/2023 19:45
1351;390;0;1;1;1;1;1;1;;;1;;0;1;0;;;;;;;;;;;;;;1;21;4;13/11/2023 19:45
1352;504;1;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;32;4;13/11/2023 19:45
1353;359;;;;;;;;;;;;;;;0;1;1;1;1;1;1;10;0;10;0;;;1;56;5;13/11/2023 19:46
1354;322;0;1;0;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;34;4;13/11/2023 19:46
1355;320;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;7;2;30;6;13/11/2023 19:46
1356;780;1;1;1;1;1;1;1;;;1;;1;1;49;;;;;;;;;;;;;;2;58;4;13/11/2023 19:46
1357;337;;;;;;;;;;;;;;;0;0;0;1;1;0;1;10;10;10;10;;;1;49;5;13/11/2023 19:46
1358;560;;;;;;;;;;;;;;;0;0;1;1;0;0;1;5;5;5;5;;;2;33;5;13/11/2023 19:46
1359;263;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;3;1;2;23;6;13/11/2023 19:46
1360;355;;;;;;;;;;;;;;;1;1;1;1;1;0;1;4;0;5;0;;;2;28;5;13/11/2023 19:46
1361;268;0;1;0;0;1;1;1;1;1;1;;;;52;;;;;;;;;;;;;;2;34;3;13/11/2023 19:46
1362;393;;;;;;;;;;;;;;;0;1;1;1;0;1;0;;;;;4;2;2;35;6;13/11/2023 19:46
1363;324;1;1;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;29;3;13/11/2023 19:46
1364;454;1;0;1;0;0;1;1;;;1;;0;1;30;;;;;;;;;;;;;;2;42;4;13/11/2023 19:46
1365;473;0;0;1;1;1;1;1;1;1;1;;;;71;;;;;;;;;;;;;;2;72;3;13/11/2023 19:47
1366;435;1;1;1;0;1;1;1;;;1;;0;1;61;;;;;;;;;;;;;;2;21;4;13/11/2023 19:47
1367;293;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;3;0;1;39;6;13/11/2023 19:47
1368;613;1;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;50;3;13/11/2023 19:47
1369;603;;;;;;;;;;;;;;;0;1;1;0;1;1;1;0;0;0;0;;;1;39;5;13/11/2023 19:47
1370;454;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;28;3;13/11/2023 19:47
1371;609;0;1;0;0;1;0;1;0;1;1;;;;3;;;;;;;;;;;;;;1;45;3;13/11/2023 19:47
1372;1331;1;1;1;1;0;1;1;;;1;;1;1;20;;;;;;;;;;;;;;2;25;4;13/11/2023 19:47
1373;742;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;0;0;0;;;2;57;5;13/11/2023 19:47
1374;412;1;1;1;0;0;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;57;4;13/11/2023 19:47
1375;402;0;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;38;3;13/11/2023 19:47
1376;240;1;1;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;33;4;13/11/2023 19:47
1377;249;;;;;;;;;;;;;;;1;1;1;1;0;0;1;;;;;10;0;2;23;6;13/11/2023 19:47
1378;331;0;0;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;30;3;13/11/2023 19:47
1379;200;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;10;1;;;1;25;5;13/11/2023 19:47
1380;849;;;;;;;;;;;;;;;0;1;1;1;1;1;0;5;0;5;0;;;2;53;5;13/11/2023 19:48
1381;344;;;;;;;;;;;;;;;0;0;0;1;1;1;0;;;;;4;2;2;43;6;13/11/2023 19:48
1382;396;;;;;;;;;;;;;;;0;0;0;0;1;1;1;;;;;5;5;2;41;6;13/11/2023 19:48
1383;308;1;1;1;1;1;1;1;1;1;1;;;;0;;;;;;;;;;;;;;2;24;3;13/11/2023 19:48
1384;380;;;;;;;;;;;;;;;0;0;1;0;1;0;1;2;4;6;0;;;2;41;5;13/11/2023 19:48
1385;513;1;1;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;40;4;13/11/2023 19:48
1386;1012;1;1;1;0;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;51;3;13/11/2023 19:48
1387;254;1;1;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;30;4;13/11/2023 19:48
1388;407;1;1;1;1;1;1;1;0;1;1;;;;50;;;;;;;;;;;;;;1;53;3;13/11/2023 19:48
1389;510;;;;;;;;;;;;;;;1;1;1;0;1;0;1;5;0;4;0;;;2;37;5;13/11/2023 19:48
1390;478;;;;;;;;;;;;;;;0;1;1;1;1;1;1;4;4;5;4;;;2;42;5;13/11/2023 19:48
1391;277;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;0;0;1;27;6;13/11/2023 19:48
1392;440;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;0;0;0;;;1;31;5;13/11/2023 19:48
1393;549;0;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;41;4;13/11/2023 19:48
1394;437;1;1;1;0;0;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;49;3;13/11/2023 19:48
1395;516;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;3;31;4;13/11/2023 19:48
1396;375;1;1;1;1;1;1;1;1;1;1;;;;40;;;;;;;;;;;;;;1;59;3;13/11/2023 19:49
1397;441;0;1;1;0;0;1;1;0;1;1;;;;50;;;;;;;;;;;;;;2;55;3;13/11/2023 19:49
1398;288;;;;;;;;;;;;;;;0;0;1;1;1;1;0;;;;;5;1;2;49;6;13/11/2023 19:49
1399;548;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;2;31;6;13/11/2023 19:49
1400;281;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;2;0;1;32;6;13/11/2023 19:49
1401;285;;;;;;;;;;;;;;;0;0;1;1;1;0;0;10;10;10;10;;;2;24;5;13/11/2023 19:49
1402;630;0;0;1;0;0;1;1;0;1;1;;;;50;;;;;;;;;;;;;;1;21;3;13/11/2023 19:49
1403;616;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;26;3;13/11/2023 19:49
1404;352;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;37;4;13/11/2023 19:49
1405;277;;;;;;;;;;;;;;;0;1;1;0;1;1;0;0;0;0;0;;;1;33;5;13/11/2023 19:49
1406;577;1;1;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;59;4;13/11/2023 19:49
1407;532;0;1;1;0;1;1;1;0;1;0;;;;70;;;;;;;;;;;;;;1;41;3;13/11/2023 19:49
1408;419;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;5;5;2;49;6;13/11/2023 19:49
1409;192;1;1;1;0;0;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;20;4;13/11/2023 19:49
1410;510;;;;;;;;;;;;;;;1;0;1;0;1;1;1;;;;;5;10;2;23;6;13/11/2023 19:50
1411;242;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;39;4;13/11/2023 19:50
1412;550;;;;;;;;;;;;;;;1;1;1;1;1;0;0;10;0;0;0;;;2;68;5;13/11/2023 19:50
1413;299;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;26;4;13/11/2023 19:50
1414;386;1;1;0;0;0;1;0;;;1;;1;1;50;;;;;;;;;;;;;;1;29;4;13/11/2023 19:50
1415;289;1;1;0;1;1;1;1;1;1;1;;;;45;;;;;;;;;;;;;;1;24;3;13/11/2023 19:50
1416;603;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;5;5;1;23;6;13/11/2023 19:50
1417;283;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;6;2;2;30;6;13/11/2023 19:50
1418;426;0;1;0;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;37;3;13/11/2023 19:50
1419;517;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;44;3;13/11/2023 19:50
1420;533;0;1;0;0;1;0;0;;;1;;0;1;10;;;;;;;;;;;;;;2;49;4;13/11/2023 19:50
1421;487;;;;;;;;;;;;;;;1;1;1;1;1;0;1;4;2;6;1;;;2;39;5;13/11/2023 19:50
1422;467;1;0;1;1;1;0;1;1;0;;1;;;100;;;;;;;;;;;;;;1;53;3;13/11/2023 19:50
1423;399;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;24;4;13/11/2023 19:50
1424;837;;;;;;;;;;;;;;;1;1;1;1;0;1;1;2;0;2;0;;;1;72;5;13/11/2023 19:51
1425;460;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;7;0;1;49;6;13/11/2023 19:51
1426;405;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;30;3;13/11/2023 19:51
1427;554;;;;;;;;;;;;;;;1;1;0;1;0;1;1;4;0;2;0;;;2;51;5;13/11/2023 19:51
1428;221;1;1;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;32;4;13/11/2023 19:51
1429;500;;;;;;;;;;;;;;;1;0;1;1;1;1;0;;;;;6;2;2;49;6;13/11/2023 19:51
1430;426;0;0;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;27;4;13/11/2023 19:51
1431;379;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;5;2;56;6;13/11/2023 19:51
1432;457;1;1;1;1;1;1;1;;;;1;1;0;100;;;;;;;;;;;;;;1;24;4;13/11/2023 19:51
1433;262;0;1;0;0;0;1;1;1;0;;1;;;29;;;;;;;;;;;;;;1;45;3;13/11/2023 19:51
1434;517;;;;;;;;;;;;;;;1;0;1;0;0;1;0;0;2;0;4;;;2;44;5;13/11/2023 19:51
1435;483;;;;;;;;;;;;;;;0;1;1;1;1;0;1;6;4;6;5;;;1;32;5;13/11/2023 19:51
1436;471;;;;;;;;;;;;;;;1;1;1;0;1;1;1;0;5;5;4;;;1;46;5;13/11/2023 19:51
1437;411;1;1;1;1;1;1;1;0;1;1;;;;42;;;;;;;;;;;;;;2;36;3;13/11/2023 19:52
1438;389;;;;;;;;;;;;;;;0;1;0;0;0;0;1;5;5;5;5;;;2;35;5;13/11/2023 19:52
1439;392;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;5;2;1;34;6;13/11/2023 19:52
1440;321;;;;;;;;;;;;;;;1;0;1;1;1;1;1;10;10;10;10;;;2;35;5;13/11/2023 19:52
1441;1075;1;1;0;0;0;1;0;0;1;1;;;;41;;;;;;;;;;;;;;2;30;3;13/11/2023 19:52
1442;235;0;1;1;0;1;1;1;;;1;;0;1;50;;;;;;;;;;;;;;2;39;4;13/11/2023 19:52
1443;527;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;5;5;1;34;6;13/11/2023 19:52
1444;195;1;1;0;1;1;1;1;1;0;;0;;;0;;;;;;;;;;;;;;2;30;3;13/11/2023 19:52
1445;375;;;;;;;;;;;;;;;1;0;1;1;0;1;0;;;;;5;5;2;34;6;13/11/2023 19:52
1446;343;;;;;;;;;;;;;;;0;0;0;1;0;0;1;;;;;5;2;2;30;6;13/11/2023 19:52
1447;398;0;1;1;1;1;0;1;;;;1;1;0;49;;;;;;;;;;;;;;2;35;4;13/11/2023 19:52
1448;293;;;;;;;;;;;;;;;0;1;1;1;1;1;0;;;;;10;10;1;32;6;13/11/2023 19:52
1449;399;;;;;;;;;;;;;;;0;1;1;1;1;1;1;10;0;10;10;;;1;46;5;13/11/2023 19:52
1450;572;;;;;;;;;;;;;;;1;1;1;1;0;1;0;;;;;10;10;1;49;6;13/11/2023 19:52
1451;266;1;1;1;1;0;1;1;;;1;;1;1;40;;;;;;;;;;;;;;1;30;4;13/11/2023 19:52
1452;519;0;1;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;24;4;13/11/2023 19:52
1453;461;;;;;;;;;;;;;;;1;1;1;1;0;1;1;0;0;0;0;;;1;46;5;13/11/2023 19:53
1454;877;;;;;;;;;;;;;;;1;1;1;1;1;0;1;5;0;10;0;;;2;64;5;13/11/2023 19:53
1455;506;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;58;4;13/11/2023 19:53
1456;335;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;37;3;13/11/2023 19:53
1457;532;0;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;24;3;13/11/2023 19:53
1458;352;1;1;1;1;0;1;1;1;0;;1;;;0;;;;;;;;;;;;;;1;23;3;13/11/2023 19:53
1459;615;0;1;0;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;41;3;13/11/2023 19:53
1460;355;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;2;23;6;13/11/2023 19:53
1461;459;1;0;0;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;21;4;13/11/2023 19:53
1462;295;;;;;;;;;;;;;;;1;0;1;1;0;1;0;5;0;0;0;;;2;62;5;13/11/2023 19:53
1463;256;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;36;3;13/11/2023 19:53
1464;481;1;1;1;1;0;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;23;4;13/11/2023 19:53
1465;864;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;39;3;13/11/2023 19:53
1466;954;0;1;0;0;0;1;1;;;1;;1;1;100;;;;;;;;;;;;;;2;51;4;13/11/2023 19:53
1467;448;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;47;4;13/11/2023 19:53
1468;748;1;1;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;26;4;13/11/2023 19:54
1469;262;0;1;1;0;1;1;1;;;1;;1;1;70;;;;;;;;;;;;;;1;50;4;13/11/2023 19:54
1470;394;;;;;;;;;;;;;;;0;1;0;1;0;0;1;;;;;6;6;1;27;6;13/11/2023 19:54
1471;300;0;0;1;0;1;0;1;0;1;1;;;;50;;;;;;;;;;;;;;2;34;3;13/11/2023 19:54
1472;294;1;1;0;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;41;3;13/11/2023 19:54
1473;678;1;1;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;30;4;13/11/2023 19:54
1474;502;1;1;1;0;1;1;1;0;1;1;;;;0;;;;;;;;;;;;;;1;27;3;13/11/2023 19:54
1475;677;0;0;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;51;3;13/11/2023 19:54
1476;930;;;;;;;;;;;;;;;1;1;1;1;1;1;1;7;1;5;2;;;2;38;5;13/11/2023 19:54
1477;292;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;0;0;2;30;6;13/11/2023 19:54
1478;220;0;0;1;0;1;1;1;;;1;;1;1;51;;;;;;;;;;;;;;1;65;4;13/11/2023 19:54
1479;530;0;0;1;1;1;1;1;;;;1;1;0;100;;;;;;;;;;;;;;2;37;4;13/11/2023 19:54
1480;362;;;;;;;;;;;;;;;0;1;0;0;1;1;1;;;;;6;1;1;44;6;13/11/2023 19:54
1481;550;;;;;;;;;;;;;;;0;1;1;1;1;0;1;10;10;10;10;;;2;36;5;13/11/2023 19:54
1482;1132;1;1;1;0;1;0;1;1;0;;1;;;100;;;;;;;;;;;;;;1;38;3;13/11/2023 19:54
1483;254;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;1;10;1;;;2;34;5;13/11/2023 19:54
1484;500;;;;;;;;;;;;;;;0;1;1;1;0;1;1;10;1;10;10;;;2;30;5;13/11/2023 19:54
1485;311;1;0;1;1;0;1;1;1;1;1;;;;60;;;;;;;;;;;;;;1;22;3;13/11/2023 19:54
1486;614;;;;;;;;;;;;;;;0;1;1;1;1;0;1;5;0;10;0;;;2;49;5;13/11/2023 19:54
1487;421;0;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;41;3;13/11/2023 19:55
1488;420;1;1;1;1;1;1;1;;;1;;1;1;49;;;;;;;;;;;;;;1;33;4;13/11/2023 19:55
1489;231;;;;;;;;;;;;;;;1;1;1;1;1;0;1;5;0;5;0;;;2;25;5;13/11/2023 19:55
1490;334;0;1;1;0;0;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;39;4;13/11/2023 19:55
1491;314;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;10;0;1;52;6;13/11/2023 19:55
1492;1451;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;5;5;2;40;6;13/11/2023 19:55
1493;763;1;1;1;0;0;1;1;;;;0;0;0;0;;;;;;;;;;;;;;2;30;4;13/11/2023 19:55
1494;283;1;1;0;1;1;1;1;0;1;1;;;;50;;;;;;;;;;;;;;2;34;3;13/11/2023 19:55
1495;782;;;;;;;;;;;;;;;0;0;0;0;1;1;1;;;;;5;0;2;71;6;13/11/2023 19:55
1496;451;;;;;;;;;;;;;;;1;1;1;1;0;0;1;5;0;5;0;;;1;32;5;13/11/2023 19:55
1497;397;1;1;1;1;1;1;1;1;1;0;;;;20;;;;;;;;;;;;;;2;32;3;13/11/2023 19:55
1498;469;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;25;4;13/11/2023 19:55
1499;355;;;;;;;;;;;;;;;0;1;0;1;0;1;0;10;10;10;10;;;1;72;5;13/11/2023 19:55
1500;346;1;1;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;27;4;13/11/2023 19:55
1501;607;;;;;;;;;;;;;;;1;1;1;0;0;1;0;;;;;2;8;1;64;6;13/11/2023 19:56
1502;514;0;1;1;1;1;1;1;0;0;;1;;;75;;;;;;;;;;;;;;1;45;3;13/11/2023 19:56
1503;492;;;;;;;;;;;;;;;1;1;1;1;1;0;1;10;4;8;2;;;1;55;5;13/11/2023 19:56
1504;603;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;50;3;13/11/2023 19:56
1505;449;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;5;5;;;1;50;5;13/11/2023 19:56
1506;786;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;7;5;2;25;6;13/11/2023 19:56
1507;520;;;;;;;;;;;;;;;0;0;1;0;1;0;0;10;5;10;6;;;2;32;5;13/11/2023 19:56
1508;420;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;6;2;2;23;6;13/11/2023 19:56
1509;324;;;;;;;;;;;;;;;0;0;1;1;1;0;1;5;0;5;0;;;1;24;5;13/11/2023 19:56
1510;561;;;;;;;;;;;;;;;1;0;1;0;1;1;1;;;;;5;5;2;63;6;13/11/2023 19:57
1511;356;;;;;;;;;;;;;;;1;1;1;1;1;0;0;;;;;2;2;2;30;6;13/11/2023 19:57
1512;480;;;;;;;;;;;;;;;0;1;0;1;1;0;1;1;0;2;1;;;2;29;5;13/11/2023 19:57
1513;597;0;0;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;37;4;13/11/2023 19:57
1514;375;0;0;0;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;48;3;13/11/2023 19:57
1515;134;;;;;;;;;;;;;;;0;1;0;1;1;0;0;5;6;5;3;;;1;32;5;13/11/2023 19:57
1516;586;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;32;3;13/11/2023 19:57
1517;373;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;10;10;;;2;30;5;13/11/2023 19:57
1518;384;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;6;0;2;51;6;13/11/2023 19:57
1519;669;1;1;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;67;4;13/11/2023 19:58
1520;203;;;;;;;;;;;;;;;0;1;1;0;1;0;0;;;;;10;10;1;50;6;13/11/2023 19:58
1521;320;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;2;2;46;6;13/11/2023 19:58
1522;388;0;1;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;31;4;13/11/2023 19:58
1523;372;1;1;1;1;1;1;1;;;1;;1;1;10;;;;;;;;;;;;;;2;59;4;13/11/2023 19:58
1524;370;1;1;1;0;0;1;1;0;1;1;;;;0;;;;;;;;;;;;;;1;25;3;13/11/2023 19:58
1525;294;1;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;35;3;13/11/2023 19:58
1526;387;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;10;2;52;6;13/11/2023 19:58
1527;313;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;32;4;13/11/2023 19:58
1528;261;0;1;1;0;0;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;26;3;13/11/2023 19:58
1529;568;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;0;0;0;;;1;42;5;13/11/2023 19:58
1530;413;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;28;3;13/11/2023 19:58
1531;431;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;8;6;;;1;35;5;13/11/2023 19:58
1532;549;;;;;;;;;;;;;;;0;1;1;0;1;0;1;6;0;5;0;;;1;34;5;13/11/2023 19:58
1533;450;1;1;1;1;0;1;1;;;0;;1;1;20;;;;;;;;;;;;;;2;27;4;13/11/2023 19:58
1534;357;;;;;;;;;;;;;;;0;0;1;0;1;0;1;;;;;8;1;1;32;6;13/11/2023 19:59
1535;451;1;1;1;0;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;42;3;13/11/2023 19:59
1536;204;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;0;1;34;6;13/11/2023 19:59
1537;831;1;1;1;0;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;58;3;13/11/2023 19:59
1538;695;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;5;1;64;6;13/11/2023 19:59
1539;363;1;1;1;0;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;20;4;13/11/2023 19:59
1540;508;;;;;;;;;;;;;;;0;1;1;1;1;1;0;;;;;5;4;2;52;6;13/11/2023 19:59
1541;290;0;1;0;0;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;34;4;13/11/2023 19:59
1542;314;0;1;0;0;0;1;1;;;1;;0;1;40;;;;;;;;;;;;;;1;31;4;13/11/2023 19:59
1543;479;1;0;0;1;1;1;1;;;;0;1;0;5;;;;;;;;;;;;;;2;46;4;13/11/2023 19:59
1544;519;;;;;;;;;;;;;;;0;1;1;1;1;1;1;4;2;3;1;;;1;49;5;13/11/2023 19:59
1545;350;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;4;0;1;19;6;13/11/2023 19:59
1546;544;;;;;;;;;;;;;;;0;0;1;0;1;1;1;;;;;0;0;2;54;6;13/11/2023 19:59
